id,study_id,authors,first_author,title,short_title,journal,year,doi,source,search_date
167,da et al. (2025),"da Silva AGM, Macedo RS, Choi GG, Giglio PN, Gobbi RG, Godoy-Santos AL, Helito CP",da ,Inframalleolar harvest of the peroneus longus tendon graft: Surgical technique,inframalleolarharvestoftheperoneuslongus,Journal of ISAKOS,2025,10.1016/j.jisako.2025.100384,Embase,2025-10-15
168,Adi et al. (2025),"Adi MM, Mohamed AMY, Abdulgadir M, Meda MR, Mohamed NAS, AlKhyeli J",Adi ,"Management of a complex multiligament knee injury: Simultaneous reconstruction of ACL, PCL, and both meniscal roots",managementofacomplexmultiligamentkneeinj,International Journal of Surgery Case Reports,2025,10.1016/j.ijscr.2025.111150,Embase,2025-10-15
170,Sonarkar et al. (2025),"Sonarkar SS, Stanley A, Kumar-Singh S, Garg R, Narula A, Raj M",Sonarkar ,Addition of Modified Lemaire Lateral Extra-Articular Tenodesis in a Single stage Revision Anterior Cruciate Ligament Reconstruction using Peroneus Longus Tendon: A Prospective Study,additionofmodifiedlemairelateralextra-ar,Malaysian Orthopaedic Journal,2025,10.5704/MOJ.2503.004,Embase,2025-10-15
173,Held et al. (2025),"Held M, North D, von Bormann R, Scheepers W",Held ,Surgical Technique of Single-Graft Double-Bundle Posterior Cruciate Ligament Reconstruction Using the Peroneus Longus Tendon,surgicaltechniqueofsingle-graftdouble-bu,Arthroscopy Techniques,2025,10.1016/j.eats.2024.103169,Embase,2025-10-15
178,Moreira et al. (2024),"Moreira da Silva AG, de Almeida AM, Helito CP, Pedrinelli A",Moreira ,Acute compartment syndrome of the leg following peroneus longus tendon graft harvesting: a case report,acutecompartmentsyndromeofthelegfollowin,Journal of ISAKOS,2024,10.1016/j.jisako.2024.100360,Embase,2025-10-15
181,Cristiani et al. (2024),"Cristiani R, van de Bunt F, Kvist J, Stålman A",Cristiani ,High prevalence of associated injuries in anterior cruciate ligament tears: A detailed magnetic resonance imaging analysis of 254 patients,highprevalenceofassociatedinjuriesinante,Skeletal Radiology,2024,10.1007/s00256-024-04665-9,Embase,2025-10-15
182,de et al. (2024),"de Oliveira DE, Horita MM, Malpaga JMD, de Padua VB, de Gusmão Canuto SM, Jorge PB",de ,Evaluation of the peroneus longus tendon as an autologous graft in knee surgery,evaluationoftheperoneuslongustendonasana,Scientific reports,2024,10.1038/s41598-024-76779-y,Embase,2025-10-15
188,Mirza et al. (2024),"Mirza K, Menezes RJ, Acharya PU, Austine J, d’Almeida VR, Kamath A",Mirza ,Donor-site morbidity following arthroscopic anterior cruciate ligament reconstruction using peroneus longus tendon autograft,donor-sitemorbidityfollowingarthroscopic,European Journal of Orthopaedic Surgery and Traumatology,2024,10.1007/s00590-024-04046-x,Embase,2025-10-15
189,Farey et al. (2024),"Farey JE, Salmon LJ, Roe JP, Russell V, Sundaraj K, Pinczewski LA",Farey ,Outcomes of ACL Reconstruction Utilizing Supercritical CO(2)-Sterilized Allografts,outcomesofaclreconstructionutilizingsupe,Orthopaedic Journal of Sports Medicine,2024,10.1177/23259671241254115,Embase,2025-10-15
191,Ashton et al. (2024),"Ashton DM, Blaker CL, Hartnell N, Haubruck P, Liu Y, Hefferan SA, Little CB, Clarke EC",Ashton ,"The Biomechanical, Biochemical, and Morphological Properties of 19 Human Cadaveric Lower Limb Tendons and Ligaments: An Open-Access Data Set","thebiomechanical,biochemical,andmorpholo",The American journal of sports medicine,2024,10.1177/03635465241260054,Embase,2025-10-15
193,Selcuk et al. (2024),"Selcuk H, Baz AB, Egerci OF, Kose O",Selcuk ,Peroneus longus tendon autograft versus allograft in revision ACLR: A retrospective comparison,peroneuslongustendonautograftversusallog,Orthopaedics and Traumatology: Surgery and Research,2024,10.1016/j.otsr.2023.103775,Embase,2025-10-15
194,Zhang et al. (2024),"Zhang S, Cai G, Ge Z",Zhang ,The Efficacy of Anterior Cruciate Ligament Reconstruction with Peroneus Longus Tendon and its Impact on Ankle Joint Function,theefficacyofanteriorcruciateligamentrec,Orthopaedic Surgery,2024,10.1111/os.14060,Embase,2025-10-15
195,Blanke et al. (2024),"Blanke F, Boljen M, Oehler N, Lutter C, Tischer T, Vogt S",Blanke ,An anteromedial stabilization procedure has the most protective effect on the anterior cruciate ligament in tibial external rotation. A human knee model study,ananteromedialstabilizationprocedurehast,Archives of Orthopaedic and Trauma Surgery,2024,10.1007/s00402-024-05357-8,Embase,2025-10-15
203,Tonape et al. (2024),"Tonape PB, Kishore JVS, Kopparthi RM, Tonape T, Bhamare DS, Desireddy S",Tonape ,Clinico-radiological outcome of Arthroscopic Anterior Cruciate Ligament Reconstruction with Augmentation of Dehydrated Human Amnion Chorion Allograft Membrane using Peroneus Longus Autograft,clinico-radiologicaloutcomeofarthroscopi,Malaysian Orthopaedic Journal,2024,10.5704/MOJ.2403.005,Embase,2025-10-15
204,Acharya et al. (2024),"Acharya K, Mody A, Madi S",Acharya ,Functional Outcomes of Anatomic Single Bundle Primary ACL Reconstruction with Peroneus Longus Tendon (Without a Peroneal Tenodesis) Versus Hamstring Autografts,functionaloutcomesofanatomicsinglebundle,Archives of Bone and Joint Surgery,2024,10.22038/ABJS.2024.73473.3404,Embase,2025-10-15
206,Zhao et al. (2024),"Zhao Z, Tang L, Chen J, Bai X, Chen Y, Ng L, Zhou Y, Deng Y",Zhao ,The effect of harvesting the anterior half of the peroneus longus tendon on foot morphology and gait,theeffectofharvestingtheanteriorhalfofth,Journal of orthopaedic surgery and research,2024,10.1186/s13018-023-04429-6,Embase,2025-10-15
209,Gökler et al. (2024),"Gökler DJ, Karácsony AF, Faragó D, Szebényi G, Kiss RM, Pap K",Gökler ,The effect of sterilization and storage on the viscoelastic properties of human tendon allografts â€“ Continued: Storage for 0 to 4 months,theeffectofsterilizationandstorageonthev,Journal of Biomechanics,2024,10.1016/j.jbiomech.2023.111904,Embase,2025-10-15
210,da et al. (2024),"da Silva AGM, Macedo RS, Souza MO, Giglio PN, Videira LD, Gobbi RG, Godoy dos Santos AL, Helito CP",da ,Combined Anterior Cruciate Ligament and Anterolateral Ligament Reconstruction Using a Single Peroneus Longus Tendon Graft,combinedanteriorcruciateligamentandanter,Arthroscopy Techniques,2024,10.1016/j.eats.2023.08.028,Embase,2025-10-15
211,Ertilav et al. (2024),"Ertilav D, Ertilav E, Dirlik GN, Barut K",Ertilav ,Donor Site Morbidity after Removal of Full-Thickness Peroneus Longus Tendon Graft for Anterior Cruciate Ligament (ACL) Reconstruction: 4-Year Follow-up,donorsitemorbidityafterremovaloffullthic,Acta Chirurgiae Orthopaedicae et Traumatologiae Cechoslovaca,2024,10.55095/achot2024/023,Embase,2025-10-15
215,Gök et al. (2024),"Gök B, Kanar M, Tutak Y",Gök ,Peroneus Longus vs Hamstring Tendon Autografts in ACL Reconstruction: A Comparative Study of 106 Patientsâ€™ Outcomes,peroneuslongusvshamstringtendonautograft,Medical Science Monitor,2024,10.12659/MSM.945626,Embase,2025-10-15
221,Saeed et al. (2023),"Saeed UB, Ramzan A, Anwar M, Tariq H, Tariq H, Yasin A, Mehmood T",Saeed ,"Earlier Return to Sports, Reduced Donor-Site Morbidity with Doubled Peroneus Longus Versus Quadrupled Hamstring Tendon Autograft in ACL Reconstruction","earlierreturntosports,reduceddonor-sitem",JBJS Open Access,2023,10.2106/JBJS.OA.23.00051,Embase,2025-10-15
223,Pham et al. (2023),"Pham HN, Huynh NX, Pham PNH, Dang DNY, Cao LT, Huynh DM, Thoi HTT, Le OH, Beaupha SMC",Pham ,Reference intervals of complete blood count and coagulation tests in Vietnamese pregnant women,referenceintervalsofcompletebloodcountan,BMC Pregnancy and Childbirth,2023,10.1186/s12884-023-06106-2,Embase,2025-10-15
225,Cakar et al. (2023),"Cakar A, Kose O, Selcuk H, Egerci OF, Tasatan E, Dogruoz F",Cakar ,Complications of peroneus longus tendon harvesting: a retrospective review of 82 cases,complicationsofperoneuslongustendonharve,Archives of Orthopaedic and Trauma Surgery,2023,10.1007/s00402-023-04988-7,Embase,2025-10-15
227,Zeng et al. (2023),"Zeng J, Huang J, Liu Z, Xia H",Zeng ,Influence of peroneus longus tendon autograft for ACL reconstruction on donor-side ankle function in obese patients: A retrospective study of 87 patients,influenceofperoneuslongustendonautograft,Asian journal of surgery,2023,10.1016/j.asjsur.2023.07.041,Embase,2025-10-15
230,Alardi  (2023),Alardi IM,Alardi ,Hamstring graft size for anterior cruciate ligament repair in a sample of Iraqi men,hamstringgraftsizeforanteriorcruciatelig,Journal of medicine and life,2023,10.25122/jml-2023-0071,Embase,2025-10-15
231,Xu et al. (2023),"Xu C, Mi Z, Dong Z, Chen X, Ji G, Kang H, Li K, Zhao B, Wang F",Xu ,Platelet-Derived Exosomes Alleviate Knee Osteoarthritis by Attenuating Cartilage Degeneration and Subchondral Bone Loss,platelet-derivedexosomesalleviatekneeost,The American journal of sports medicine,2023,10.1177/03635465231188122,Embase,2025-10-15
233,Luo et al. (2023),"Luo J, Wu S, Rothrauff B, Liao Q, Feng J, Tan L, Cao Y, Liang J, Wang J, He J",Luo ,Preoperative ultrasound can accurately predict the diameter of double-stranded peroneus longus tendon autografts,preoperativeultrasoundcanaccuratelypredi,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",2023,10.1007/s00167-023-07406-y,Embase,2025-10-15
235,Jorge et al. (2023),"Jorge PB, Horita MM, de Oliveira e Silva M, Marinho de Gusmão Canuto S, Helito CP, Escudeiro de Oliveira D",Jorge ,Anterior Cruciate and Anterior Oblique Ligament Reconstruction Using Hamstrings and Peroneus Longusâ€™ Anterior Half Grafts,anteriorcruciateandanteriorobliqueligame,Arthroscopy Techniques,2023,10.1016/j.eats.2023.02.019,Embase,2025-10-15
236,Wierer et al. (2023),"Wierer G, Gwinner C, Scheffler S",Wierer ,Peroneus Longus Split Versus Semitendinosus Tendon Autograft Size: A Cross-sectional Study,peroneuslongussplitversussemitendinosust,The American journal of sports medicine,2023,10.1177/03635465231165297,Embase,2025-10-15
237,Hossain et al. (2023),"Hossain GMJ, Islam MS, Rahman Khan MM, Rafiqul Islam M, Rahman SMM, Jahan MS, Halder RC, Rahaman SK, Al Mamun MB, Harun ME",Hossain ,A prospective study of arthroscopic primary ACL reconstruction with ipsilateral peroneus longus tendon graft: Experience of 439 cases,aprospectivestudyofarthroscopicprimaryac,Medicine,2023,10.1097/MD.0000000000032943,Embase,2025-10-15
238,Sahoo & Sahu (2023),"Sahoo PK, Sahu MM",Sahoo ,Analysis of Postural Control following Anterior Cruciate Ligament Reconstruction with Ipsilateral Peroneus Longus Tendon Graft,analysisofposturalcontrolfollowinganteri,Malaysian Orthopaedic Journal,2023,10.5704/MOJ.2303.016,Embase,2025-10-15
239,Ashton et al. (2023),"Ashton DM, Blaker CL, Hartnell N, Haubruck P, Hefferan SA, Little CB, Clarke EC",Ashton ,"Challenging the Perceptions of Human Tendon Allografts: Influence of Donor Age, Sex, Height, and Tendon on Biomechanical Properties",challengingtheperceptionsofhumantendonal,The American journal of sports medicine,2023,10.1177/03635465221143385,Embase,2025-10-15
242,Goyal et al. (2023),"Goyal T, Paul S, Choudhury AK, Sethy SS",Goyal ,Full-thickness peroneus longus tendon autograft for anterior cruciate reconstruction in multi-ligament injury and revision cases: outcomes and donor site morbidity,full-thicknessperoneuslongustendonautogr,European Journal of Orthopaedic Surgery and Traumatology,2023,10.1007/s00590-021-03145-3,Embase,2025-10-15
243,Josipović et al. (2023),"Josipović M, Vlaić J, Serdar J, Levaj I, Šimunović M, Nizić D, Jelić M",Josipović ,A NEW TECHNIQUE FOR COMBINED ANTERIOR CRUCIATE AND ANTEROLATERAL LIGAMENT RECONSTRUCTION USING QUADRICEPS AND PLANTARIS TENDONS,anewtechniqueforcombinedanteriorcruciate,Acta Clinica Croatica,2023,10.20471/acc.2023.62.s3.6,Embase,2025-10-15
246,Lu et al. (2022),"Lu Y, Xu H, Zhou Z, Fang L, Tao R",Lu ,The promotive effect of grafts with the double-stranded peroneus longus tendon and with the four-stranded hamstring tendon on reconstruction of the posterior cruciate ligament injury,thepromotiveeffectofgraftswiththedouble-,Orthopaedics and Traumatology: Surgery and Research,2022,10.1016/j.otsr.2022.103336,Embase,2025-10-15
247,Rajani et al. (2022),"Rajani AM, Shah UA, Mittal AR, Rajani A, Punamiya M, Singhal R",Rajani ,Functional and clinical outcome of anterior cruciate ligament reconstruction with peroneus longus autograft and correlation with MRI after 3 years,functionalandclinicaloutcomeofanteriorcr,Journal of Orthopaedics,2022,10.1016/j.jor.2022.08.027,Embase,2025-10-15
252,Keyhani et al. (2022),"Keyhani S, Qoreishi M, Mousavi M, Ronaghi H, Soleymanha M",Keyhani ,Peroneus Longus Tendon Autograft versus Hamstring Tendon Autograft in Anterior Cruciate Ligament Reconstruction: A Comparative Study with a Mean Follow-up of Two Years,peroneuslongustendonautograftversushamst,Archives of Bone and Joint Surgery,2022,10.22038/ABJS.2022.59568.2938,Embase,2025-10-15
258,Gursoy et al. (2022),"Gursoy S, Perry AK, Dandu N, Singh H, Vadhera AS, Yanke A, LaPrade RF, Chahla J",Gursoy ,Effect of Sectioning of the Anterior Cruciate Ligament and Posterolateral Structures on Lateral Compartment Gapping: A Randomized Biomechanical Study,effectofsectioningoftheanteriorcruciatel,Orthopaedic Journal of Sports Medicine,2022,10.1177/23259671221100216,Embase,2025-10-15
262,Perry et al. (2022),"Perry AK, Knapik DM, Gursoy S, Alter TD, Clapp IM, Verma NN, LaPrade RF, Chahla J",Perry ,"Determining the Roles of the Anterior Cruciate Ligament, Posterolateral Corner, and Medial Collateral Ligament in Knee Hyperextension Using the Heel-Height Test",determiningtherolesoftheanteriorcruciate,Orthopaedic Journal of Sports Medicine,2022,10.1177/23259671221086669,Embase,2025-10-15
264,Saki et al. (2022),"Saki F, Tahayori B, Bakhtiari Khou S",Saki ,Female athletes with ligament dominance exhibiting altered hip and ankle muscle co-contraction patterns compared to healthy individuals during single-leg landing,femaleathleteswithligamentdominanceexhib,Gait and Posture,2022,10.1016/j.gaitpost.2022.02.011,Embase,2025-10-15
266,Picot et al. (2022),"Picot B, Rémy-Neris O, Forestier N",Picot ,Proprioceptive postural control strategies differ among non-injured athletes,proprioceptiveposturalcontrolstrategiesd,Neuroscience Letters,2022,10.1016/j.neulet.2021.136366,Embase,2025-10-15
272,Gökler et al. (2021),"Gökler DJ, Faragó D, Szebényi G, Kiss RM, Pap K",Gökler ,The effect of sterilization and storage on the viscoelastic properties of human tendon allografts,theeffectofsterilizationandstorageonthev,Journal of Biomechanics,2021,10.1016/j.jbiomech.2021.110697,Embase,2025-10-15
274,Wiradiputra et al. (2021),"Wiradiputra AE, Febyan, Aryana GNW",Wiradiputra ,Peroneus longus tendon graft for anterior cruciate ligament reconstruction: A case report and review of literature,peroneuslongustendongraftforanteriorcruc,International Journal of Surgery Case Reports,2021,10.1016/j.ijscr.2021.106028,Embase,2025-10-15
275,Wang et al. (2021),"Wang X, Han X, Shi X, Yuan Y, Tan H",Wang ,Short-term effectiveness of arthroscopic single bundle four-strand reconstruction using autologous semitendinosus tendon and anterior half of peroneus longus tendon for posterior cruciate ligament injuries,short-termeffectivenessofarthroscopicsin,Zhongguo xiu fu chong jian wai ke za zhi = Zhongguo xiufu chongjian waike zazhi = Chinese journal of reparative and reconstructive surgery,2021,10.7507/1002-1892.202011058,Embase,2025-10-15
279,Blanke et al. (2021),"Blanke F, Boljen M, Lutter C, Oehler N, Tischer T, Vogt S",Blanke ,Does the anterolateral ligament protect the anterior cruciate ligament in the most common injury mechanisms? A human knee model study,doestheanterolateralligamentprotectthean,Knee,2021,10.1016/j.knee.2021.02.026,Embase,2025-10-15
280,Zhong et al. (2021),"Zhong H, Jin Y, Wu S, Liu Y",Zhong ,Study on reconstruction of posterior cruciate ligament with autologous peroneus longus tendon under arthroscopy,studyonreconstructionofposteriorcruciate,Zhongguo xiu fu chong jian wai ke za zhi = Zhongguo xiufu chongjian waike zazhi = Chinese journal of reparative and reconstructive surgery,2021,10.7507/1002-1892.202008051,Embase,2025-10-15
281,Escudeiro et al. (2021),"Escudeiro de Oliveira D, Picchi Zaccharias V, Mayumi Horita M, Gabriel Betoni Guglielmetti L, Duarte Junior A, Baches Jorge P",Escudeiro ,Anterior Cruciate and Anterolateral Ligament Reconstruction Using Hamstring and Peroneus Longus Tendons: Surgical Technique Description,anteriorcruciateandanterolateralligament,Arthroscopy Techniques,2021,10.1016/j.eats.2020.10.030,Embase,2025-10-15
283,Bi et al. (2021),"Bi M, Zhao C, Zhang Q, Cao L, Chen X, Kong M, Bi Q",Bi ,All-Inside Anterior Cruciate Ligament Reconstruction Using an Anterior Half of the Peroneus Longus Tendon Autograft,all-insideanteriorcruciateligamentrecons,Orthopaedic Journal of Sports Medicine,2021,10.1177/2325967121991226,Embase,2025-10-15
287,Ertilav  (2021),Ertilav D,Ertilav ,Relation of peroneus longus autograft dimensions with anthropometric parameters in anterior cruciate ligament reconstruction: Importance of the distal leg diameter,relationofperoneuslongusautograftdimensi,Joint diseases and related surgery,2021,10.5606/ehc.2021.79580,Embase,2025-10-15
289,Wang et al. (2020),"Wang H-D, Wang T-R, Sui Y, Wang J, Chen W, Zhang Y-Z",Wang ,An Autograft for Anterior Cruciate Ligament Reconstruction Results in Better Biomechanical Performance and Tendon-Bone Incorporation Than Does a Hybrid Graft in a Rat Model,anautograftforanteriorcruciateligamentre,The American journal of sports medicine,2020,10.1177/0363546520967668,Embase,2025-10-15
291,Sakti et al. (2020),"Sakti M, Biakto KT, Usman MA, Tedjajuwana MJ, Pasallo P, Subagio ES",Sakti ,Predicting the peroneus longus tendon autograft size in ACL reconstruction by using anthropometric parameters: A study in South Sulawesi population,predictingtheperoneuslongustendonautogra,Journal of Orthopaedics,2020,10.1016/j.jor.2020.03.011,Embase,2025-10-15
294,Zhang et al. (2020),"Zhang P, Liu Q, Fan Z, Wu M, Zhu K, Zhou J, Xiang P",Zhang ,Effect of vascularized peroneus longus tendon graft reconstruction on anterior cruciate ligament insertion in rabbits,effectofvascularizedperoneuslongustendon,Zhongguo xiu fu chong jian wai ke za zhi = Zhongguo xiufu chongjian waike zazhi = Chinese journal of reparative and reconstructive surgery,2020,10.7507/1002-1892.201912048,Embase,2025-10-15
295,Yu et al. (2020),"Yu H, Deng W, Sang P, Liu Y",Yu ,Arthroscopic reconstruction of anterior cruciate ligament with autologous ipsilateral peroneus longus tendon,arthroscopicreconstructionofanteriorcruc,Zhongguo xiu fu chong jian wai ke za zhi = Zhongguo xiufu chongjian waike zazhi = Chinese journal of reparative and reconstructive surgery,2020,10.7507/1002-1892.201911145,Embase,2025-10-15
297,Rhatomy et al. (2020),"Rhatomy S, Hartoko L, Setyawan R, Soekarno NR, Zainal Asikin AI, Pridianto D, Mustamsir E",Rhatomy ,Single bundle ACL reconstruction with peroneus longus tendon graft: 2-years follow-up,singlebundleaclreconstructionwithperoneu,Journal of Clinical Orthopaedics and Trauma,2020,10.1016/j.jcot.2019.09.004,Embase,2025-10-15
304,Lubis et al. (2020),"Lubis AMT, Aprilya D, Tania K",Lubis ,Combined hamstrings and peroneus longus tendon for undersized graft in anterior cruciate ligament reconstruction: A report of two adolescence female patients,combinedhamstringsandperoneuslongustendo,International Journal of Surgery Case Reports,2020,10.1016/j.ijscr.2020.09.136,Embase,2025-10-15
305,Trung et al. (2019),"Trung DT, Le Manh S, Thanh LN, Dinh TC, Dinh TC",Trung ,Preliminary result of arthroscopic anterior cruciate ligament reconstruction using anterior half of peroneus longus tendon autograft,preliminaryresultofarthroscopicanteriorc,Open Access Macedonian Journal of Medical Sciences,2019,10.3889/oamjms.2019.390,Embase,2025-10-15
306,Rhatomy et al. (2019),"Rhatomy S, Tanzil H, Setyawan R, Amanda C, Phatama KY, Andrianus J, Rukmoyo T, Kisworo B",Rhatomy ,Influence of anthropometric features on peroneus longus graft diameter in Anterior Cruciate Ligament reconstruction: A cohort study,influenceofanthropometricfeaturesonperon,Annals of Medicine and Surgery,2019,10.1016/j.amsu.2019.10.023,Embase,2025-10-15
307,Rhatomy et al. (2019),"Rhatomy S, Asikin AIZ, Wardani AE, Rukmoyo T, Lumban-Gaol I, Budhiparama NC",Rhatomy ,Peroneus longus autograft can be recommended as a superior graft to hamstring tendon in single-bundle ACL reconstruction,peroneuslongusautograftcanberecommendeda,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",2019,10.1007/s00167-019-05455-w,Embase,2025-10-15
308,Rhatomy et al. (2019),"Rhatomy S, Wicaksono FH, Soekarno NR, Setyawan R, Primasara S, Budhiparama NC",Rhatomy ,Eversion and First Ray Plantarflexion Muscle Strength in Anterior Cruciate Ligament Reconstruction Using a Peroneus Longus Tendon Graft,eversionandfirstrayplantarflexionmuscles,Orthopaedic Journal of Sports Medicine,2019,10.1177/2325967119872462,Embase,2025-10-15
309,Wong et al. (2019),"Wong AK, Calvo M R, Schaffler BC, Nixon RA, Carrero LC, Neufeld EV, Grande DA, Calvo R R",Wong ,Biomechanical and geometric characterization of peroneus longus allografts with respect to age,biomechanicalandgeometriccharacterizatio,Clinical Biomechanics,2019,10.1016/j.clinbiomech.2019.04.017,Embase,2025-10-15
310,Setyawan et al. (2019),"Setyawan R, Soekarno NR, Asikin AIZ, Rhatomy S",Setyawan ,Posterior Cruciate Ligament reconstruction with peroneus longus tendon graft: 2-Years follow-up,posteriorcruciateligamentreconstructionw,Annals of Medicine and Surgery,2019,10.1016/j.amsu.2019.05.009,Embase,2025-10-15
311,Wu et al. (2019),"Wu C, Xie G, Jin W, Ren Z, Xue J, Yang K",Wu ,Arthroscopic GraftLink technique reconstruction combined with suture anchor fixation for anterior cruciate ligament and medial collateral ligament injuries,arthroscopicgraftlinktechniquereconstruc,Zhongguo xiu fu chong jian wai ke za zhi = Zhongguo xiufu chongjian waike zazhi = Chinese journal of reparative and reconstructive surgery,2019,10.7507/1002-1892.201812062,Embase,2025-10-15
312,Barrera et al. (2019),"Barrera CM, Ennis H, Delcroix GJ-R, Kaimrajh D, Milne E, Latta L, Baraga MG",Barrera ,"Supplemental Fixation of Inner Graft Limbs in All-Inside, Quadrupled, Single-Tendon Anterior Cruciate Ligament Reconstruction Graft Construct Yields Improved Biomechanical Properties",supplementalfixationofinnergraftlimbsina,Arthroscopy - Journal of Arthroscopic and Related Surgery,2019,10.1016/j.arthro.2018.10.130,Embase,2025-10-15
313,Sun et al. (2019),"Sun J, Li X, Zhou H, Liu X, Jia J, Xie Q, Peng S, Sun X, Wang Q, Yi L",Sun ,Anti-GAPDH autoantibody is associated with increased disease activity and intracranial pressure in systemic lupus erythematosus,anti-gapdhautoantibodyisassociatedwithin,Journal of Immunology Research,2019,10.1155/2019/7430780,Embase,2025-10-15
314,Shi et al. (2019),"Shi F-D, Hess DE, Zuo J-Z, Liu S-J, Wang X-C, Zhang Y, Meng X-G, Cui Z-J, Zhao S-P, Li C-J, Hu W-N",Shi ,Peroneus Longus Tendon Autograft is a Safe and Effective Alternative for Anterior Cruciate Ligament Reconstruction,peroneuslongustendonautograftisasafeande,Journal of Knee Surgery,2019,10.1055/s-0038-1669951,Embase,2025-10-15
316,Song et al. (2018),"Song X, Li Q, Wu Z, Xu Q, Chen D, Jiang Q",Song ,Predicting the graft diameter of the peroneus longus tendon for anterior cruciate ligament reconstruction,predictingthegraftdiameteroftheperoneusl,Medicine,2018,10.1097/MD.0000000000012672,Embase,2025-10-15
318,Lord et al. (2018),"Lord BR, Colaco HB, Gupte CM, Wilson AJ, Amis AA",Lord ,ACL graft compression: a method to allow reduced tunnel sizes in ACL reconstruction,aclgraftcompression:amethodtoallowreduce,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",2018,10.1007/s00167-018-4932-4,Embase,2025-10-15
