id,study_id,authors,first_author,title,short_title,journal,year,doi,source,search_date
64,Cakar et al. (2023),"Cakar A, Kose O, Selcuk H, Egerci OF, Tasatan E, Dogruoz F",Cakar ,Complications of peroneus longus tendon harvesting: a retrospective review of 82 cases,complicationsofperoneuslongustendonharve,Arch Orthop Trauma Surg,2023,10.1007/s00402-023-04988-7,PubMed/MEDLINE,2025-10-12
65,Jorge et al. (2023),"Jorge PB, Horita MM, de Oliveira E Silva M, Marinho de Gusmão Canuto S, Helito CP, Escudeiro de Oliveira D",Jorge ,Anterior Cruciate and Anterior Oblique Ligament Reconstruction Using Hamstrings and Peroneus Longus' Anterior Half Grafts,anteriorcruciateandanteriorobliqueligame,Arthrosc Tech,2023,10.1016/j.eats.2023.02.019,PubMed/MEDLINE,2025-10-12
66,Tandel et al. (2023),"Tandel JY, Wagh AA, Girde V, Jagtap KR, Chaudhari N",Tandel ,ACL Reconstruction in a Poliotic Limb with Peroneus Longus Graft,aclreconstructioninapolioticlimbwithpero,J Orthop Case Rep,2023,10.13107/jocr.2023.v13.i06.3724,PubMed/MEDLINE,2025-10-12
67,Agarwal et al. (2023),"Agarwal A, Singh S, Singh A, Tewari P",Agarwal ,Comparison of Functional Outcomes of an Anterior Cruciate Ligament (ACL) Reconstruction Using a Peroneus Longus Graft as an Alternative to the Hamstring Tendon Graft,comparisonoffunctionaloutcomesofananteri,Cureus,2023,10.7759/cureus.37273,PubMed/MEDLINE,2025-10-12
68,Wierer et al. (2023),"Wierer G, Gwinner C, Scheffler S",Wierer ,Peroneus Longus Split Versus Semitendinosus Tendon Autograft Size: A Cross-sectional Study,peroneuslongussplitversussemitendinosust,Am J Sports Med,2023,10.1177/03635465231165297,PubMed/MEDLINE,2025-10-12
69,Sahoo & Sahu (2023),"Sahoo PK, Sahu MM",Sahoo ,Analysis of Postural Control following Anterior Cruciate Ligament Reconstruction with Ipsilateral Peroneus Longus Tendon Graft,analysisofposturalcontrolfollowinganteri,Malays Orthop J,2023,10.5704/MOJ.2303.016,PubMed/MEDLINE,2025-10-12
70,Luo et al. (2023),"Luo J, Wu S, Rothrauff B, Liao Q, Feng J, Tan L, Cao Y, Liang J, Wang J, He J",Luo ,Preoperative ultrasound can accurately predict the diameter of double-stranded peroneus longus tendon autografts,preoperativeultrasoundcanaccuratelypredi,Knee Surg Sports Traumatol Arthrosc,2023,10.1007/s00167-023-07406-y,PubMed/MEDLINE,2025-10-12
71,Arora & Shukla (2023),"Arora M, Shukla T",Arora ,Peroneus Longus Graft Harvest: A Technique Note,peroneuslongusgraftharvest:atechniquenot,Indian J Orthop,2023,10.1007/s43465-023-00847-0,PubMed/MEDLINE,2025-10-12
74,Ashton et al. (2023),"Ashton DM, Blaker CL, Hartnell N, Haubruck P, Hefferan SA, Little CB, Clarke EC",Ashton ,"Challenging the Perceptions of Human Tendon Allografts: Influence of Donor Age, Sex, Height, and Tendon on Biomechanical Properties",challengingtheperceptionsofhumantendonal,Am J Sports Med,2023,10.1177/03635465221143385,PubMed/MEDLINE,2025-10-12
75,Singh et al. (2022),"Singh H, Agarwal KK, Tyagi S, Bhrambhatt P, Rampurwala A, Unjia R, Agarwal N",Singh ,A Study of the Functional Outcome of Supplementation of Hamstring Graft With Anterior Half of the Peroneus Longus Tendon in Arthroscopic Anterior Cruciate Ligament Reconstruction,astudyofthefunctionaloutcomeofsupplement,Cureus,2022,10.7759/cureus.30138,PubMed/MEDLINE,2025-10-12
76,Keyhani et al. (2022),"Keyhani S, Qoreishi M, Mousavi M, Ronaghi H, Soleymanha M",Keyhani ,Peroneus Longus Tendon Autograft versus Hamstring Tendon Autograft in Anterior Cruciate Ligament Reconstruction: A Comparative Study with a Mean Follow-up of Two Years,peroneuslongustendonautograftversushamst,Arch Bone Jt Surg,2022,10.22038/ABJS.2022.59568.2938,PubMed/MEDLINE,2025-10-12
77,Rajani et al. (2022),"Rajani AM, Shah UA, Mittal AR, Rajani A, Punamiya M, Singhal R",Rajani ,Functional and clinical outcome of anterior cruciate ligament reconstruction with peroneus longus autograft and correlation with MRI after 3 years,functionalandclinicaloutcomeofanteriorcr,J Orthop,2022,10.1016/j.jor.2022.08.027,PubMed/MEDLINE,2025-10-12
78,Yadav et al. (2022),"Yadav U, Nemani M, Devgun A, Malik M, Agrawal GK",Yadav ,Iatrogenic Foot Drop After Anterior Cruciate Ligament Reconstruction With Peroneus Longus Tendon Autograft: Report of a Rare Case,iatrogenicfootdropafteranteriorcruciatel,Cureus,2022,10.7759/cureus.26476,PubMed/MEDLINE,2025-10-12
79,Gursoy et al. (2022),"Gursoy S, Perry AK, Dandu N, Singh H, Vadhera AS, Yanke A, LaPrade RF, Chahla J",Gursoy ,Effect of Sectioning of the Anterior Cruciate Ligament and Posterolateral Structures on Lateral Compartment Gapping: A Randomized Biomechanical Study,effectofsectioningoftheanteriorcruciatel,Orthop J Sports Med,2022,10.1177/23259671221100216,PubMed/MEDLINE,2025-10-12
80,Lu et al. (2022),"Lu Y, Xu H, Zhou Z, Fang L, Tao R",Lu ,The promotive effect of grafts with the double-stranded peroneus longus tendon and with the four-stranded hamstring tendon on reconstruction of the posterior cruciate ligament injury,thepromotiveeffectofgraftswiththedouble-,Orthop Traumatol Surg Res,2022,10.1016/j.otsr.2022.103336,PubMed/MEDLINE,2025-10-12
81,Perry et al. (2022),"Perry AK, Knapik DM, Gursoy S, Alter TD, Clapp IM, Verma NN, LaPrade RF, Chahla J",Perry ,"Determining the Roles of the Anterior Cruciate Ligament, Posterolateral Corner, and Medial Collateral Ligament in Knee Hyperextension Using the Heel-Height Test",determiningtherolesoftheanteriorcruciate,Orthop J Sports Med,2022,10.1177/23259671221086669,PubMed/MEDLINE,2025-10-12
83,Shevate et al. (2021),"Shevate I, Nathani G, Deshmukh A, Kandari A",Shevate ,Tibial Avulsion with Intra-Articular Entrapment of Medial Collateral Ligament with Posterior Cruciate Ligament Tear with Posterior Root Medial Meniscus Tear: A Case Report of an Unusual Injury Triad,tibialavulsionwithintra-articularentrapm,J Orthop Case Rep,2021,10.13107/jocr.2021.v11.i08.2352,PubMed/MEDLINE,2025-10-12
84,Oliveira et al. (2021),"Oliveira DE, Horita MM, Salas VER, Severino FR, Guglielmetti LGB, Jorge PB",Oliveira ,Peroneus Longus Tendon Graft to Reconstruct the Posterolateral Corner of the Knee,peroneuslongustendongrafttoreconstructth,Rev Bras Ortop,2021,10.1055/s-0041-1724085,PubMed/MEDLINE,2025-10-12
91,Budhiparama et al. (2021),"Budhiparama NC, Rhatomy S, Phatama KY, Chandra W, Santoso A, Lumban-Gaol I",Budhiparama ,Peroneus Longus Tendon Autograft: A Promising Graft for ACL Reconstruction,peroneuslongustendonautograft:apromising,Video J Sports Med,2021,10.1177/26350254211009888,PubMed/MEDLINE,2025-10-12
92,Bi et al. (2021),"Bi M, Zhao C, Zhang Q, Cao L, Chen X, Kong M, Bi Q",Bi ,All-Inside Anterior Cruciate Ligament Reconstruction Using an Anterior Half of the Peroneus Longus Tendon Autograft,all-insideanteriorcruciateligamentrecons,Orthop J Sports Med,2021,10.1177/2325967121991226,PubMed/MEDLINE,2025-10-12
93,Wiradiputra et al. (2021),"Wiradiputra AE, Febyan, Aryana GNW",Wiradiputra ,Peroneus longus tendon graft for anterior cruciate ligament reconstruction: A case report and review of literature,peroneuslongustendongraftforanteriorcruc,Int J Surg Case Rep,2021,10.1016/j.ijscr.2021.106028,PubMed/MEDLINE,2025-10-12
98,Escudeiro et al. (2021),"Escudeiro de Oliveira D, Picchi Zaccharias V, Mayumi Horita M, Gabriel Betoni Guglielmetti L, Duarte Junior A, Baches Jorge P",Escudeiro ,Anterior Cruciate and Anterolateral Ligament Reconstruction Using Hamstring and Peroneus Longus Tendons: Surgical Technique Description,anteriorcruciateandanterolateralligament,Arthrosc Tech,2021,10.1016/j.eats.2020.10.030,PubMed/MEDLINE,2025-10-12
99,Zhong et al. (2021),"Zhong H, Jin Y, Wu S, Liu Y",Zhong ,[Study on reconstruction of posterior cruciate ligament with autologous peroneus longus tendon under arthroscopy],studyonreconstructionofposteriorcruciate,Zhongguo Xiu Fu Chong Jian Wai Ke Za Zhi,2021,10.7507/1002-1892.202008051,PubMed/MEDLINE,2025-10-12
101,Goyal et al. (2021),"Goyal T, Paul S, Banerjee S, Das L",Goyal ,Outcomes of one-stage reconstruction for chronic multiligament injuries of knee,outcomesofone-stagereconstructionforchro,Knee Surg Relat Res,2021,10.1186/s43019-020-00083-y,PubMed/MEDLINE,2025-10-12
102,Wang et al. (2020),"Wang HD, Wang TR, Sui Y, Wang J, Chen W, Zhang YZ",Wang ,An Autograft for Anterior Cruciate Ligament Reconstruction Results in Better Biomechanical Performance and Tendon-Bone Incorporation Than Does a Hybrid Graft in a Rat Model,anautograftforanteriorcruciateligamentre,Am J Sports Med,2020,10.1177/0363546520967668,PubMed/MEDLINE,2025-10-12
103,Lubis et al. (2020),"Lubis AMT, Aprilya D, Tania K",Lubis ,Combined hamstrings and peroneus longus tendon for undersized graft in anterior cruciate ligament reconstruction: A report of two adolescence female patients,combinedhamstringsandperoneuslongustendo,Int J Surg Case Rep,2020,10.1016/j.ijscr.2020.09.136,PubMed/MEDLINE,2025-10-12
104,Zhang et al. (2020),"Zhang P, Liu Q, Fan Z, Wu M, Zhu K, Zhou J, Xiang P",Zhang ,[Effect of vascularized peroneus longus tendon graft reconstruction on anterior cruciate ligament insertion in rabbits],effectofvascularizedperoneuslongustendon,Zhongguo Xiu Fu Chong Jian Wai Ke Za Zhi,2020,10.7507/1002-1892.201912048,PubMed/MEDLINE,2025-10-12
105,Yu et al. (2020),"Yu H, Deng W, Sang P, Liu Y",Yu ,[Arthroscopic reconstruction of anterior cruciate ligament with autologous ipsilateral peroneus longus tendon],arthroscopicreconstructionofanteriorcruc,Zhongguo Xiu Fu Chong Jian Wai Ke Za Zhi,2020,10.7507/1002-1892.201911145,PubMed/MEDLINE,2025-10-12
107,Sakti et al. (2020),"Sakti M, Biakto KT, Usman MA, Tedjajuwana MJ, Pasallo P, Subagio ES",Sakti ,Predicting the peroneus longus tendon autograft size in ACL reconstruction by using anthropometric parameters: A study in South Sulawesi population,predictingtheperoneuslongustendonautogra,J Orthop,2020,10.1016/j.jor.2020.03.011,PubMed/MEDLINE,2025-10-12
111,Wu et al. (2019),"Wu C, Xie G, Jin W, Ren Z, Xue J, Yang K",Wu ,[Arthroscopic GraftLink technique reconstruction combined with suture anchor fixation for anterior cruciate ligament and medial collateral ligament injuries],arthroscopicgraftlinktechniquereconstruc,Zhongguo Xiu Fu Chong Jian Wai Ke Za Zhi,2019,10.7507/1002-1892.201812062,PubMed/MEDLINE,2025-10-12
112,Setyawan et al. (2019),"Setyawan R, Soekarno NR, Asikin AIZ, Rhatomy S",Setyawan ,Posterior Cruciate Ligament reconstruction with peroneus longus tendon graft: 2-Years follow-up,posteriorcruciateligamentreconstructionw,Ann Med Surg,2019,10.1016/j.amsu.2019.05.009,PubMed/MEDLINE,2025-10-12
118,Song et al. (2018),"Song X, Li Q, Wu Z, Xu Q, Chen D, Jiang Q",Song ,Predicting the graft diameter of the peroneus longus tendon for anterior cruciate ligament reconstruction,predictingthegraftdiameteroftheperoneusl,Medicine (Baltimore),2018,10.1097/MD.0000000000012672,PubMed/MEDLINE,2025-10-12
120,Lord et al. (2018),"Lord BR, Colaco HB, Gupte CM, Wilson AJ, Amis AA",Lord ,ACL graft compression: a method to allow reduced tunnel sizes in ACL reconstruction,aclgraftcompression:amethodtoallowreduce,Knee Surg Sports Traumatol Arthrosc,2018,10.1007/s00167-018-4932-4,PubMed/MEDLINE,2025-10-12
121,Bi et al. (2018),"Bi M, Zhao C, Zhang S, Yao B, Hong Z, Bi Q",Bi ,All-Inside Single-Bundle Reconstruction of the Anterior Cruciate Ligament with the Anterior Half of the Peroneus Longus Tendon Compared to the Semitendinosus Tendon: A Two-Year Follow-Up Study,all-insidesingle-bundlereconstructionoft,J Knee Surg,2018,10.1055/s-0038-1627466,PubMed/MEDLINE,2025-10-12
122,Kraeutler et al. (2018),"Kraeutler MJ, Kim SH, Brown CC, Houck DA, Domby BC, Reynolds KA, McCarty EC",Kraeutler ,Clinical Outcomes Following Primary Anterior Cruciate Ligament Reconstruction with Hamstring Autograft versus Planned Hybrid Graft,clinicaloutcomesfollowingprimaryanterior,J Knee Surg,2018,10.1055/s-0037-1617417,PubMed/MEDLINE,2025-10-12
124,Palmer et al. (2017),"Palmer JE, Russell JP, Grieshober J, Iacangelo A, Ellison BA, Lease TD, Kim H, Henn RF 3rd, Hsieh AH",Palmer ,A Biomechanical Comparison of Allograft Tendons for Ligament Reconstruction,abiomechanicalcomparisonofallografttendo,Am J Sports Med,2017,10.1177/0363546516671944,PubMed/MEDLINE,2025-10-12
125,Moatshe et al. (2017),"Moatshe G, Brady AW, Slette EL, Chahla J, Turnbull TL, Engebretsen L, LaPrade RF",Moatshe ,Multiple Ligament Reconstruction Femoral Tunnels: Intertunnel Relationships and Guidelines to Avoid Convergence,multipleligamentreconstructionfemoraltun,Am J Sports Med,2017,10.1177/0363546516673616,PubMed/MEDLINE,2025-10-12
127,Crall & Gilmer (2015),"Crall TS, Gilmer BB",Crall ,Anatomic All-Inside Anterior Cruciate Ligament Reconstruction Using Quadriceps Tendon Autograft,anatomicall-insideanteriorcruciateligame,Arthrosc Tech,2015,10.1016/j.eats.2015.08.004,PubMed/MEDLINE,2025-10-12
134,Gali et al. (2016),"Gali JC, Bernardes Ade P, dos Santos LC, Ferreira TC, Almagro MA, da Silva PA",Gali ,Tunnel collision during simultaneous anterior cruciate ligament and posterolateral corner reconstruction,tunnelcollisionduringsimultaneousanterio,Knee Surg Sports Traumatol Arthrosc,2016,10.1007/s00167-014-3363-0,PubMed/MEDLINE,2025-10-12
137,Karimi et al. (2013),"Karimi M, Fatoye F, Mirbod SM, Omar H, Nazem K, Barzegar MR, Hosseini A",Karimi ,Gait analysis of anterior cruciate ligament reconstructed subjects with a combined tendon obtained from hamstring and peroneus longus,gaitanalysisofanteriorcruciateligamentre,Knee,2013,10.1016/j.knee.2013.07.007,PubMed/MEDLINE,2025-10-12
139,Chan et al. (2010),"Chan DB, Temple HT, Latta LL, Mahure S, Dennis J, Kaplan LD",Chan ,"A biomechanical comparison of fan-folded, single-looped fascia lata with other graft tissues as a suitable substitute for anterior cruciate ligament reconstruction","abiomechanicalcomparisonoffan-folded,sin",Arthroscopy,2010,10.1016/j.arthro.2010.03.019,PubMed/MEDLINE,2025-10-12
141,Kerimoglu et al. (2009),"Kerimoğlu S, Koşucu P, Livaoğlu M, Yükünç I, Turhan AU",Kerimoğlu ,Magnetic resonance imagination of the peroneus longus tendon after anterior cruciate ligament reconstruction,magneticresonanceimaginationoftheperoneu,Knee Surg Sports Traumatol Arthrosc,2009,10.1007/s00167-008-0626-7,PubMed/MEDLINE,2025-10-12
143,Pearsall et al. (2003),"Pearsall AW 4th, Hollis JM, Russell GV Jr, Scheer Z",Pearsall ,A biomechanical comparison of three lower extremity tendons for ligamentous reconstruction about the knee,abiomechanicalcomparisonofthreelowerextr,Arthroscopy,2003,10.1016/j.arthro.2003.10.015,PubMed/MEDLINE,2025-10-12
144,Shino et al. (1995),"Shino K, Oakes BW, Horibe S, Nakata K, Nakamura N",Shino ,Collagen fibril populations in human anterior cruciate ligament allografts. Electron microscopic analysis,collagenfibrilpopulationsinhumananterior,Am J Sports Med,1995,10.1177/036354659502300213,PubMed/MEDLINE,2025-10-12
153,Savery & Shankarlal (2025),"Savery VB, Shankarlal K",Savery ,Functional Outcomes In Arthroscopic Anterior Cruciate Ligament Reconstruction Using Peroneus Longus Tendon Graft- Most Promising Autograft,functionaloutcomesinarthroscopicanterior,International Journal of Life Sciences Biotechnology and Pharma Research,2025,10.69605/ijlbpr_14.8.2025.46,Embase,2025-10-15
156,Charan et al. (2025),"Charan Teja KV, Kumar S, Kumar A, Haripriya H",Charan ,Long-term outcomes of anterior cruciate ligament reconstruction: Peroneus longus versus hamstring tendons,long-termoutcomesofanteriorcruciateligam,Journal of Arthroscopic Surgery and Sports Medicine,2025,10.25259/JASSM_46_2024,Embase,2025-10-15
158,Pardhasaradhy et al. (2025),"Pardhasaradhy M, Shipra T, Babu SK, Kumar KR",Pardhasaradhy ,Hamstring vs peroneous longus autograft for arthroscopic ACL reconstruction-which is better for Indian population?,hamstringvsperoneouslongusautograftforar,International Journal of Life Sciences Biotechnology and Pharma Research,2025,10.69605/ijlbpr_14.7.2025.154,Embase,2025-10-15
180,Joshi et al. (2024),"Joshi T, Soni V, Vashistha D",Joshi ,Arthroscopic ACL reconstruction- PLT vs Semitendinosus graft- A Comparative study,arthroscopicaclreconstruction-pltvssemit,International Journal of Life Sciences Biotechnology and Pharma Research,2024,10.69605/ijlbpr_13.12.2024.156,Embase,2025-10-15
184,Nemani et al. (2024),"Nemani M, Devgun A, Rathore R",Nemani ,Peroneus Longus Versus Quadrupled Hamstring Autograft for Anterior Cruciate Ligament Reconstruction: A Comparative Analysis,peroneuslongusversusquadrupledhamstringa,Journal of Clinical Orthopaedics and Trauma,2024,10.1016/j.jcot.2024.102746,Embase,2025-10-15
198,Khater et al. (2024),"Khater AH, Hemida MA, Ghonim SSE",Khater ,Anterior Cruciate Ligament Reconstruction using Peroneus Longus Tendon Autograft (Systematic Review and Meta- Analysis),anteriorcruciateligamentreconstructionus,QJM: An International Journal of Medicine,2024,10.1093/qjmed/hcae070.407,Embase,2025-10-15
205,Viswanathan et al. (2024),"Viswanathan VK, Iyengar KP, Jain VK",Viswanathan ,The role of peroneus longus (PL) autograft in the reconstruction of anterior cruciate ligament (ACL): A comprehensive narrative review,theroleofperoneuslongus(pl)autograftinth,Journal of Clinical Orthopaedics and Trauma,2024,10.1016/j.jcot.2024.102352,Embase,2025-10-15
217,Prasad et al. (2024),"Prasad K, Biradar RK, Patil VK, Kembhavi R, Prashant K, Khodnapur G",Prasad ,A PROSPECTIVE STUDY ON THE FUNCTIONAL OUTCOMES OF PRIMARY ANTERIOR CRUCIATE LIGAMENT RECONSTRUCTION TREATED WITH PERONEUS LONGUS AUTOGRAFT,aprospectivestudyonthefunctionaloutcomes,International Journal of Academic Medicine and Pharmacy,2024,10.47009/jamp.2024.6.5.90,Embase,2025-10-15
218,Basavarajanna et al. (2024),"Basavarajanna S, Vanamali, Sreekuamr S, Sathish Babu DG",Basavarajanna ,FUNCTIONAL OUTCOME AND DONOR SITE MORBIDITY IN ARTHROSCOPIC ANTERIOR CRUCIATE LIGAMENT RECONSTRUCTION USING PERONEUS LONGUS TENDON AUTOGRAFT: A PROSPECTIVE COHORT STUDY,functionaloutcomeanddonorsitemorbidityin,International Journal of Academic Medicine and Pharmacy,2024,10.47009/jamp.2024.6.6.30,Embase,2025-10-15
224,Tensho et al. (2023),"Tensho K, Kumaki D, Yoshida K, Shimodaira H, Horiuchi H, Takahashi J",Tensho ,Posterior Opening-Wedge Osteotomy for Posterior Tibial Slope Correction of Failed Anterior Cruciate Ligament Reconstruction,posterioropening-wedgeosteotomyforposter,Arthroscopy Techniques,2023,10.1016/j.eats.2023.07.059,Embase,2025-10-15
240,Lubis  (2023),Lubis AMT,Lubis ,Holy Grail of ACL Reconstruction Grafts,holygrailofaclreconstructiongrafts,Orthopaedic Journal of Sports Medicine,2023,10.1177/2325967121S00839,Embase,2025-10-15
