"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"YQFWZC47","journalArticle","2024","Shetty, Subodh B.; Prabhakar, Powdhan H.; Kajava P, Vachan; Rao, Harsh Kirthi; Sarma M K, Lokesh","Arthroscopic Reconstruction of Injured Anterior Cruciate Ligament Using Peroneus Longus Graft With Fixed Loop Endobutton - A Prospective Study","Journal of Orthopaedic Case Reports","","2250-0685","10.13107/jocr.2024.v14.i10.4872","","INTRODUCTION: ACL injuries are more common amongst active young people where RTA and sports injuries predominate as the most common methods of injury ACL reconstruction with peroneus longus graft method have been used more frequently nowadays. The advantages of peroneus longus graft are, Adequate graft length of minimum of 25 to 30 cm. Adequate thickness of minimum 8.5 to 9mm,Less incidence of graft thinning, Lesser hamstring and quadriceps weakness, Minimal donor site morbidity. Minimal restriction of ankle movements. MATERIALS AND METHODS: A prospective study of 25 patients with injured anterior cruciate ligament without meniscal injury within the age group of 18-55 years managed with arthroscopic reconstruction of anterior cruciate ligament with peroneus longus graft and fixed loop endobutton at femoral side and interference screw at tibial side. Functional outcome was assessed using clinical examination, International Knee Documentation committee and Lysholm knee scoring scale, FADI score (foot and ankle disability index score). Patients were followed up at 2, 4, 8, 12weeks and 6, 8 months post-operatively. RESULTS: This study consists of 25 cases of Anterior Cruciate Ligament injury. ACL rupture was common in second and third decade of life. In our study, 18(63.34%) were sports related injuries, 5(26.66%) were due to road traffic accidents and 2(10%) were atraumatic degenerations. 22(80%) showed excellent results and 3(20%) showed good results. CONCLUSIONS: Arthroscopic ACL reconstruction using peroneus longus graft and Fixed-loop Endobutton and interference screws provided excellent post-operative clinical outcome in terms of knee stability, subjective knee and ankle function and range of movements of the knee and ankle in our study.","2024-10","2025-10-18 11:51:14","2025-10-18 11:51:14","","225-229","","10","14","","J Orthop Case Rep","","","","","","","","eng","","","","","PubMed","","PMID: 39381284 PMCID: PMC11458223","","","http://www.ncbi.nlm.nih.gov/pubmed/39381284","","Anterior cruciate ligament; Arthroscopic surgery; Fixed-loop Endobutton; interference screws peroneus longus graft","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MH8GZ4F2","journalArticle","2024","Yağar, Hilal; Cinaroglu, Selim; Çiçek, Fatih; Ceranoğlu, Faruk; Karadağ, Hüseyin","Examination of the Tensile Strength of the Peroneus Longus Muscle","Cureus","","2168-8184","10.7759/cureus.66683","","INTRODUCTION: The peroneus longus tendon (PLT) is increasingly used as a tendon autograft in ligament and tendon reconstructions. The aim of this study is to evaluate the biomechanical properties of the PLT to assess its usability in frequently performed reconstructions. METHODS: Six fresh-frozen, below-knee cadavers with a mean age of 65 years, no previous surgical operation, and no history of chronic disease were used. PLTs were harvested, freed from muscle tissue, and prepared for tensile strength testing at a tensile force rate of 2 mm/min using a Shimadzu Autograph AG-IS 100 kN instrument (Shimadzu Corporation, Kyoto, Japan). RESULTS: The maximum tensile force varied between 600.7 N and 1131.313 N, with a median of 758.185 N. All tendons had diameters of 8 mm or more. The elongation at maximum force ranged from 9.0 mm to 16.0 mm, with a median of 14.0 mm. CONCLUSION: According to this study, PLT is a viable choice for surgeries involving autograft reconstruction. However, further clinical studies are needed to confirm its efficacy in reconstructive surgeries.","2024-08","2025-10-18 11:51:14","2025-10-18 11:51:14","","e66683","","8","16","","Cureus","","","","","","","","eng","","","","","PubMed","","PMID: 39262512 PMCID: PMC11389650","","","http://www.ncbi.nlm.nih.gov/pubmed/39262512","","anterior cruciate ligament; elongation; peroneus longus; tendon graft; tensile force","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2P76H6T8","journalArticle","2024","Farey, John E.; Salmon, Lucy J.; Roe, Justin P.; Russell, Vivianne; Sundaraj, Keran; Pinczewski, Leo A.","Outcomes of ACL Reconstruction Utilizing Supercritical CO2-Sterilized Allografts","Orthopaedic Journal of Sports Medicine","","2325-9671","10.1177/23259671241254115","","BACKGROUND: Allograft tendons are perceived to have a high ACL graft failure rate in primary anterior cruciate ligament (ACL) reconstruction (ACLR). Historical series may be biased by graft processing methods that degrade the biomechanical properties of donor tendons such as irradiation. Supercritical carbon dioxide (SCCO2) is a validated method of terminally sterilizing biomaterials at physiological temperatures without irradiation, but in vivo use of SCCO2-processed tendon allografts for primary ACLR has not been reported to date. HYPOTHESIS: ACLR with SCCO2 allografts would result in acceptable failure rates, subjective knee scores, and clinical evaluation at 2 years postoperatively. STUDY DESIGN: Case series; Level of evidence, 4. METHODS: Patients underwent primary ACLR with terminally sterilized SCCO2-processed human gracilis, peroneus longus, semitendinosus, tibialis anterior, and tibialis posterior tendon allografts. Patient demographics were collected, along with tendon donor age and sex. At 1 year postoperatively, subjective International Knee Documentation Committee (IKDC) and ACL-Return to Sport After Injury (ACL-RSI) scores were collected, as well as clinical evaluation. At 2 years postoperatively, the IKDC and ACL-RSI scores were repeated, and return to sports and further knee injuries were recorded. RESULTS: A total of 144 patients with a medianage of 26 (IQR 14) years formed the study group. Patients were predominately male (58%). The loss to follow-up rate was 8% (n = 12). The mean age of allograft tendon donors was 37 (range 17-58) years, and the majority were male (83%). The mean allograft diameter was 8.9 ± 1.0 mm. At 2 years, ACL graft failureoccurred in 5% (n = 7). All graft failureswere in patients aged ≤25 years (P = .007). Neither donor age (≤40 or >40 years) nor donor sex was associated with graft failure (P > .05). The median IKDC subjective score was 95 and ACL-RSI score was 75. There were no revisions for sepsis within the first 2 years postoperatively. CONCLUSION: SCCO2 processing of allograft tendons demonstrated satisfactory clinical and patient-reported outcomes at 24 months postoperatively in a consecutive series of patients with primary ACLR, with similar ACL graft failure rates and subjective knee scores compared with those reported in published series of hamstring tendon autograft and fresh frozen nonirradiated allograft.","2024-08","2025-10-18 11:51:14","2025-10-18 11:51:14","","23259671241254115","","8","12","","Orthop J Sports Med","","","","","","","","eng","","","","","PubMed","","PMID: 39135859 PMCID: PMC11318055","","","http://www.ncbi.nlm.nih.gov/pubmed/39135859","","ACL; allograft; carbon dioxide; chromatography; knee; ligament; supercritical fluid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LVFFIKVL","journalArticle","2024","Mirza, Kiyana; Menezes, Ronald Joseph; Acharya, Prashant Upendra; Austine, Jose; d'Almeida, Vivian Roshan; Kamath, Ashwin","Donor-site morbidity following arthroscopic anterior cruciate ligament reconstruction using peroneus longus tendon autograft","European Journal of Orthopaedic Surgery & Traumatology: Orthopedie Traumatologie","","1432-1068","10.1007/s00590-024-04046-x","","INTRODUCTION: Peroneus longus has proved to be a promising graft for ACL reconstruction due to its high tensile strength, and ease of harvesting. While multiple studies have assessed the functional outcomes of the knee after ACL reconstruction using peroneus longus autograft, we aimed to evaluated donor site morbidity among the Indian population. MATREIALS AND METHODS: This was a prospective, longitudinal, descriptive study conducted at a tertiary care hospital. Preoperative AOFAS and Karlsson-Peterson scores were obtained, and patients were followed up after surgery for a period of 6-months using the same scoring systems and strength testing with a hand-held Chatillon MSE-100-M dynamometer. Pedobarographs were done using Diers Pedoscan Plantar Pressure Measurement System on a subset of seven patients. RESULTS: 20 patients participated in the study. Mean AOFAS and Karlsson-Peterson scores pre-operatively were 99.7 ± 1.34 and 98.5 ± 4.62 respectively. On completing 6- months of follow-up these scores were found to be 95.6 ± 9.43 and 88.75 ± 18.42 respectively. Deterioration of mean evertor strength was noted at all follow-ups compared to the opposite side. Static pedobarographs showed significant decreased in total surface area of contact and pressure over the posterior aspect of the operated side by 3-months which improved later at 6-months. Dynamic pedobarographs showed decreased mean average plantar pressure while walking on the operated side and significant increase in mean surface area of contact of the operated side (191.886±22.678 cm2) at 6-months of follow-up compared to the opposite side (184.471 ± 22.218 cm2). Five patients showed deviation of the point of maximum pressure while walking on the operated foot making it lateral to the COP with increased lateral plantar/ medial plantar pressure ratio. CONCLUSION: While the use of peroneus longus tendon autografts in arthroscopic ACL reconstruction does not seem problematic on short-term subjective assessment, there is objective evidence in keeping with evertor weakness, weakness of first ray plantar flexion and possible ankle instability. LEVEL OF EVIDENCE: Level lll.","2024-08","2025-10-18 11:51:14","2025-10-18 11:51:14","","3171-3180","","6","34","","Eur J Orthop Surg Traumatol","","","","","","","","eng","","","","","PubMed","","PMID: 39039170","","","http://www.ncbi.nlm.nih.gov/pubmed/39039170","","ACL reconstruction; Adult; Anterior Cruciate Ligament Injuries; Anterior Cruciate Ligament Reconstruction; Arthroscopy; Autografts; Donor site morbidity; Female; Humans; India; Longitudinal Studies; Male; Muscle Strength; Pedobarography; Peroneus longus; Planar pressure measurement; Prospective Studies; Tendons; Transplant Donor Site; Transplantation, Autologous; Young Adult","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UK26TI4K","journalArticle","2024","Ertilav, D.; Ertilav, E.; Dirlik, G. N.; Barut, K.","Donor Site Morbidity after Removal of FullThickness Peroneus Longus Tendon Graft for Anterior Cruciate Ligament (ACL) Reconstruction: 4-Year Follow-up","Acta Chirurgiae Orthopaedicae Et Traumatologiae Cechoslovaca","","0001-5415","10.55095/achot2024/023","","PUSPOSE OF THE STUDY. Many studies have investigated the efficacy of peroneus longus tendon (PLT) in anterior cruciate ligament (ACL) reconstruction, and donor site morbidity has not been adequately studied. MATERIAL AND METHODS: Fifty patients who underwent ACL reconstruction using PLT were included. Ankle strengths of the patients evaluated with an analog dynamometer. Ankle range of motion (ROM) was measured with a smart phone inclonometer application. RESULTS: There was no significant difference between the postoperative ankle strength(eversion, plantar flexion) in the donor area and the preoperative period (p=0.6 and p=0.7, respectively) and contralateral healthy side (p=0.6, p=0.6, respectively). Ankle ROM angles (dorsiflexion, plantar flexion, eversion, inversion) were significantly lower in the post-operative period compared to the preoperative period and contralateral healthy side (p<0.05, p<0.05, p<0.05, p<0.05, respectively). There was no significant difference between pre-operative and post-operative AOFAS scores (p=0.2). CONCLUSIONS: Although PLT can affect ROM angles, it is a promising alternative for ACL reconstructions without causing functional morbidity. KEY WORDS: peroneus longus tendon, autograft, anterior cruciate ligament reconstruction, donor site morbidity.","2024","2025-10-18 11:51:14","2025-10-18 11:51:14","","170-174","","3","91","","Acta Chir Orthop Traumatol Cech","Donor Site Morbidity after Removal of FullThickness Peroneus Longus Tendon Graft for Anterior Cruciate Ligament (ACL) Reconstruction","","","","","","","eng","","","","","PubMed","","PMID: 38963896","","","http://www.ncbi.nlm.nih.gov/pubmed/38963896","","Adult; Ankle Joint; Anterior Cruciate Ligament Injuries; Anterior Cruciate Ligament Reconstruction; Female; Follow-Up Studies; Humans; Male; Range of Motion, Articular; Tendons; Transplant Donor Site; Young Adult","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7C82GCWK","journalArticle","2024","Punnoose, Deepu Jacob; Varghese, Jacob; Theruvil, Bipin; Thomas, Appu Benny","Peroneus Longus Tendon Autografts have Better Graft Diameter, Less Morbidity, and Enhanced Muscle Recuperation than Hamstring Tendon in ACL Reconstruction","Indian Journal of Orthopaedics","","0019-5413","10.1007/s43465-024-01185-5","","BACKGROUND: Recently the peroneus longus tendon (PLT) gained popularity in anterior cruciate ligament (ACL) reconstruction and has been utilized with satisfactory outcomes. However, there are concerns regarding donor site morbidity. This study aims to compare the functional outcome of ACL reconstruction using hamstring (HT) and PLT autografts and evaluate the donor site morbidity. METHODS: Patients who underwent ACL reconstruction were allocated to two groups (HT and PLT). Graft diameter was measured intraoperatively. Knee functional outcome was evaluated with IKDC and Tegner-Lysholm scores preoperatively, and postoperatively after 3 months, 6 months, and 1 year. Donor site morbidities were assessed with thigh circumference measurements, subjective evaluation of sensory disturbances, and ankle scoring with AOFAS and FADI scores. RESULTS: At 1-year follow-up, the PLT group showed comparable IKDC (p = 0.925) and Tegner-Lysholm (p = 0.600) scores with those of the HT group. The mean graft diameter in the PLT group (7.93 ± 0.52 mm) was larger compared with the HT group (7.43 ± 0.50 mm) (p < 0.001). The incidence of thigh atrophy (HT-16.7%, PLT-10%) and sensory disturbances (HT-73.3%, PLT-10%) was greater in the HT group. There was no significant ankle donor site morbidity in the PLT group (AOFAS-98.67 ± 3.45, FADI-99.23 ± 1.69). CONCLUSION: ACL reconstruction with PLT had comparable functional outcome with that of HT at 1 year. However, PLT demonstrated larger graft diameter, less donor site morbidity, and enhanced muscle recovery without significantly affecting the ankle function. PLT can be safely used as an acceptable alternative graft choice harvested from outside the knee for ACL reconstruction.","2024-07","2025-10-18 11:51:14","2025-10-18 11:51:14","","979-986","","7","58","","Indian J Orthop","","","","","","","","eng","","","","","PubMed","","PMID: 38948366 PMCID: PMC11208339","","","http://www.ncbi.nlm.nih.gov/pubmed/38948366","","ACL reconstruction; ACL tear; Autograft; Hamstring tendon; Peroneus longus tendon","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XBDHYA7K","journalArticle","2024","Ashton, Dylan M.; Blaker, Carina L.; Hartnell, Nicholas; Haubruck, Patrick; Liu, Ying; Hefferan, Samantha A.; Little, Christopher B.; Clarke, Elizabeth C.","The Biomechanical, Biochemical, and Morphological Properties of 19 Human Cadaveric Lower Limb Tendons and Ligaments: An Open-Access Data Set","The American Journal of Sports Medicine","","1552-3365","10.1177/03635465241260054","","BACKGROUND: Methodological heterogeneity hinders data comparisons across isolated studies of tendon and ligament properties, limiting clinical understanding and affecting the development and evaluation of replacement materials. PURPOSE: To create an open-access data set on the morphological, biomechanical, and biochemical properties of clinically important tendons and ligaments of the lower limb, using consistent methodologies, to enable direct tendon/ligament comparisons. STUDY DESIGN: Descriptive laboratory study. METHODS: Nineteen distinct lower limb tendons and ligaments were retrieved from 8 fresh-frozen human cadavers (5 male, 3 female; aged 49-65 years) including Achilles, tibialis posterior, tibialis anterior, fibularis (peroneus) longus, fibularis (peroneus) brevis, flexor hallucis longus, extensor hallucis longus, plantaris, flexor digitorum longus, quadriceps, patellar, semitendinosus, and gracilis tendons; anterior cruciate, posterior cruciate, medial collateral, and lateral collateral ligaments; and 10 mm-wide grafts from the contralateral quadriceps and patellar tendons. Outcomes included morphology (tissue length, ultrasound-quantified cross-sectional area [CSAUS], and major and minor axes), biomechanics (failure load, ultimate tensile strength [UTS], failure strain, and elastic modulus), and biochemistry (sulfated glycosaminoglycan [sGAG] and hydroxyproline contents). Tissue differences were analyzed using mixed-model regression. RESULTS: There was a range of similarities and differences between tendons and ligaments across outcomes. A key finding relating to potential graft tissue suitability was the comparable failure loads, UTS, CSAUS, sGAG, and hydroxyproline present between hamstring tendons (a standard graft source) and 5 tendons not typically used for grafting: fibularis (peroneus) longus and brevis, flexor and extensor hallucis longus, and flexor digitorum longus tendons. CONCLUSION: This study of lower limb tendons and ligaments has enabled direct comparison of morphological, biomechanical, and biochemical human tissue properties-key factors in the selection of suitable graft tissues. This analysis has identified 6 potential new donor tissues with properties comparable to currently used grafts. CLINICAL RELEVANCE: This extensive data set reduces the need to utilize data from incompatible sources, which may aid surgical decisions (eg, evidence to expand the range of tendons considered suitable for use as grafts) and may provide congruent design inputs for new biomaterials and computational models. The complete data set has been provided to facilitate further investigations, with the capacity to expand the resource to include additional outcomes and tissues.","2024-07","2025-10-18 11:51:14","2025-10-18 11:51:14","","2391-2401","","9","52","","Am J Sports Med","The Biomechanical, Biochemical, and Morphological Properties of 19 Human Cadaveric Lower Limb Tendons and Ligaments","","","","","","","eng","","","","","PubMed","","PMID: 38910352","","","http://www.ncbi.nlm.nih.gov/pubmed/38910352","","Aged; allograft; anterior cruciate ligament (ACL); autograft; Biomechanical Phenomena; Cadaver; Female; Humans; Ligaments; Lower Extremity; Male; Middle Aged; reconstruction; Tendons; Tensile Strength; tissue mechanics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YQL8HBD8","journalArticle","2024","Dwidmuthe, Samir; Roy, Mainak; Bhikshavarthi Math, Suhas Aradhya; Sah, Saurabh; Bhavani, Prashant; Sadar, Amey","Functional Outcome of Single-Bundle Arthroscopic Anterior Cruciate Ligament Reconstruction using Peroneus Longus Graft and Hamstring Graft: An Open-Label, Randomized, Comparative Study","Cureus","","2168-8184","10.7759/cureus.60239","","Background This study investigates the functional outcomes of single-bundle arthroscopic anterior cruciate ligament (ACL) reconstruction, comparing the use of two distinct graft sources: peroneus longus (PL) graft and hamstring graft. The choice of graft material in ACL reconstruction is crucial for optimal postoperative results, and this study aims to contribute valuable insights into the comparative efficacy of these two graft types. Method This open-label randomized comparative study involved a carefully selected cohort of patients undergoing single-bundle arthroscopic ACL reconstruction. Participants were randomly assigned to either the PL graft group or the hamstring graft group. Surgical procedures were conducted using standardized techniques, and postoperative rehabilitation protocols were closely monitored. Functional outcomes, including range of motion, stability, and patient-reported measures, were assessed at predefined intervals to ensure comprehensive data collection. Results The study underscores significant demographic and clinical factors in ACL reconstruction outcomes. Participants were predominantly aged 17-30 years (58.33%) with a mean age of 29.27 years and exhibited a male predominance (80.56%). Common complaints included knee pain and instability, primarily due to falls from bikes (55.56%) or sports-related trauma (44.44%). Notably, PL grafts demonstrated advantages over hamstring grafts, with longer mean length (10.11 mm vs. 8.77 mm, p=0.0001) and shorter operation times. Visual analog scale (VAS), International Knee Documentation Committee (IKDC), and Tegner Lysholm scores show no significant differences between grafts over the period of time. There is no notable foot eversion weakness or significant donor site morbidity after the PL graft harvest. Hamstring graft cases exhibit a higher incidence of altered sensation and muscle atrophy, suggesting the potential benefits of PL grafts for improved surgical outcomes. Conclusions Graft comparisons favored PL grafts due to longer length, and functional outcome assessments between the two graft types. However, foot and ankle strength assessments revealed fluctuations in strength recovery with PL grafts, highlighting the need for tailored rehabilitation. Thigh circumference variations suggested potential muscle atrophy in the hamstring graft group, along with reported paresthesia in the ipsilateral proximal leg. In conclusion, PL grafts offer potential advantages for ACL surgery, but ongoing monitoring and specialized rehabilitation are crucial.","2024-05","2025-10-18 11:51:14","2025-10-18 11:51:14","","e60239","","5","16","","Cureus","Functional Outcome of Single-Bundle Arthroscopic Anterior Cruciate Ligament Reconstruction using Peroneus Longus Graft and Hamstring Graft","","","","","","","eng","","","","","PubMed","","PMID: 38872693 PMCID: PMC11169999","","","http://www.ncbi.nlm.nih.gov/pubmed/38872693","","anterior cruciate ligament reconstruction; arthroscopy; foot and ankle; hamstring graft; peroneus longus graft","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NHQJLWZR","journalArticle","2024","Blanke, Fabian; Boljen, Matthias; Oehler, Nicola; Lutter, Christoph; Tischer, Thomas; Vogt, Stephan","An anteromedial stabilization procedure has the most protective effect on the anterior cruciate ligament in tibial external rotation. A human knee model study","Archives of Orthopaedic and Trauma Surgery","","1434-3916","10.1007/s00402-024-05357-8","","INTRODUCTION: Anterior cruciate ligament (ACL) reconstruction remains associated with the risk of re-rupture and persisting rotational instability. Additional extraarticular anterolateral stabilization procedures stabilize the tibial internal rotation and lead to lower ACL failure rate and improved knee stability. However, data for additional stabilization of tibial external rotation is lacking and the importance of an anteromedial stabilization procedure is less well evaluated. Aim of this study is to investigate the influence of an extraarticular anteromedial stabilization procedure for the stabilization of the tibial external rotation and protection of the ACL from these rotational forces. METHODS: Internal and external rotations of the tibia were applied to a finite element (FE) model with anatomical ACL, posterior cruciate ligament (PCL), lateral collateral ligament (LCL), medial collateral ligament (MCL) and intact medial and lateral meniscus. Five additional anatomic structures (Anteromedial stabilization/anteromedial ligament, AML, augmented superficial medial collateral ligament, sMCL, posterior oblique ligament, POL, anterolateral ligament, ALL, and popliteal tendon, PLT) were added to the FE model separately and then combined. The force histories within all structures were measured and determined for each case. RESULTS: The anteromedial stabilization or imaginary AML was the main secondary stabilizer of tibial external rotation (90% of overall ACL force reduction). The AML reduced the load on the ACL by 9% in tibial external rotation which could not be achieved by an augmented sMCL (-1%). The AML had no influence in tibial internal rotation (-1%). In the combined measurements with all additional structures (AML, ALL, PLT, POL) the load on the ACL was reduced by 10% in tibial external rotation. CONCLUSION: This study showed that an additional anteromedial stabilization procedure secures the tibial external rotation and has the most protective effect on the ACL during these external rotational forces.","2024-06","2025-10-18 11:51:14","2025-10-18 11:51:14","","2703-2710","","6","144","","Arch Orthop Trauma Surg","","","","","","","","eng","","","","","PubMed","","PMID: 38727813 PMCID: PMC11211157","","","http://www.ncbi.nlm.nih.gov/pubmed/38727813","","ACL rupture; ALL; AML; Anterior Cruciate Ligament; Anterior Cruciate Ligament Injuries; Anterior Cruciate Ligament Reconstruction; Anteromedial stabilization; Biomechanical Phenomena; Finite Element Analysis; Humans; Joint Instability; Knee Joint; Rotation; Tibia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DWYGZMRG","journalArticle","2024","Zhang, Shichao; Cai, Guoping; Ge, Zhe","The Efficacy of Anterior Cruciate Ligament Reconstruction with Peroneus Longus Tendon and its Impact on Ankle Joint Function","Orthopaedic Surgery","","1757-7861","10.1111/os.14060","","OBJECTIVE: Peroneus Longus Tendon (PLT), a viable anterior cruciate ligament (ACL) graft, shares similar biomechanics, making it suitable for reconstruction. Controversy exists over whether PLT transplants affects the donor ankle joint. The purpose of this study was to examine the recovery of knee joint function following arthroscopic ACL restoration using autologous PLT and its influence on the donor ankle joint. METHODS: A retrospective analysis was conducted on 65 patients with ACL rupture who underwent PLT graft reconstruction in our hospital from January 2016 to December 2021. A three-dimensional gait analysis of the bilateral knee and ankle joints was performed postoperatively using an Opti_Knee three-dimensional motion measurement and analysis system-Yidong Medical Infrared Motion Gait Analyzer. Knee function scores and changes in the range of motion of the bilateral knee and ankle joints were collected. The analysis of preoperative and postoperative joint function scores, bilateral knee and ankle mobility was performed by t-tests. RESULTS: One year after surgery, the patients' International Knee Documentation Committee (IKDC) scores, Knee Injury and Osteoarthritis Outcome Scores (KOOSs), and Lysholm scores were significantly improved compared to preoperative scores, with statistically significant differences (p < 0.05). There was no statistical difference in the American Orthopedic Foot and Ankle Society (AOFAS) score of the donor ankle joint before and after surgery (p > 0.05). During different gait cycles, there was no statistical difference in knee joint mobility between the affected and healthy sides (p > 0.05), but there was a statistical difference in the inversion and eversion angle of the donor ankle joint during the support phase (p < 0.05). CONCLUSION: ACL reconstruction using the PLT can yield satisfactory knee joint function. However, it does affect inversion and eversion in the donor ankle joint, necessitating postoperative exercises. Similar subjective function ratings for both operated and non-operated feet, despite increased inversion-eversion motion in the operated foot, may be influenced by the subjective nature and margin of error in the AOFAS Ankle-hindfoot score, along with the relatively small variation in ankle inversion-eversion angles.","2024-06","2025-10-18 11:51:14","2025-10-18 11:51:14","","1317-1326","","6","16","","Orthop Surg","","","","","","","","eng","","","","","PubMed","","PMID: 38650179 PMCID: PMC11144498","","","http://www.ncbi.nlm.nih.gov/pubmed/38650179","","Adolescent; Adult; Ankle Joint; Anterior Cruciate Ligament Injuries; Anterior cruciate ligament reconstruction; Anterior Cruciate Ligament Reconstruction; Arthroscopy; Female; Humans; Knee function scores; Male; Middle Aged; Peroneus longus tendon; Range of Motion, Articular; Retrospective Studies; Tendons; Three‐dimensional gait analysis; Young Adult","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RLD7FG76","journalArticle","2024","Tonape, P. B.; Kishore, Jvs; Kopparthi, R. M.; Tonape, T.; Bhamare, D. S.; Desireddy, S.","Clinico-radiological outcome of Arthroscopic Anterior Cruciate Ligament Reconstruction with Augmentation of Dehydrated Human Amnion Chorion Allograft Membrane using Peroneus Longus Autograft","Malaysian Orthopaedic Journal","","1985-2533","10.5704/MOJ.2403.005","","INTRODUCTION: For many sportsmen, anterior cruciate ligament (ACL) tears are unfortunate but common injuries. Several growth factors, cytokine, chemokine, and protease inhibitors functions in stimulation of paracrine reactions in fibroblast, endothelial, and stem cells thereby promoting the tissue restorative processes. Augmented with dehydrated Human Amnion Chorion Membrane (dHACM) allograft reinforces the reconstructed ligament and aids in effective restoration. MATERIALS AND METHODS: In this case control study 15 patients undertaking ACL reconstruction with tripled peroneus augmented dHACM (G1) were prospectively monitored up for a period of 8 months along with 15 control patients (G2) without dHACM augmentation. Clinical and radiological outcomes were analysed and assessed about effect of augmenting the peroneus longus graft using dHACM. Clinical analysis included pre-operative two, four, six, and eight months post-operative Tegnor-Lysholm score, and radiological analysis included the 6th month postoperative MRI signal-to-noise ratio (SNR) measurements by mean signal-value at femoral insertion, midsubstance and tibial insertion of ACL graft. RESULTS: Clinically, as a mean Lysholm score of all patients, they were revealed to be consecutively high in G1 than in Group 2 at four, six, and eight months. The signal-to-noise ratio from the MRI results showed majority having good healing in G1 group. CONCLUSIONS: Based on 6-month MRI, an effective ligamentization (SNR<75) was noticed in 53.33% of patients in the dHACM allograft enhanced group on comparison with 33% in the controls. The overall results show that the augmentation of dHACM allograft to ACL reconstruction yields in good patient outcomes at post-operative follow-up.","2024-03","2025-10-18 11:51:14","2025-10-18 11:51:14","","33-41","","1","18","","Malays Orthop J","","","","","","","","eng","","","","","PubMed","","PMID: 38638668 PMCID: PMC11023350","","","http://www.ncbi.nlm.nih.gov/pubmed/38638668","","allograft; anterior cruciate ligament reconstruction; dehydrated human amnion chorion membrane; signal-to-noise ratio; tegnor lysholm score","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
