Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
VL5KX3XK,journalArticle,2024,"Ertilav, D.; Ertilav, E.; Dirlik, G. N.; Barut, K.",Donor Site Morbidity after Removal of FullThickness Peroneus Longus Tendon Graft for Anterior Cruciate Ligament (ACL) Reconstruction: 4-Year Follow-up,Acta Chirurgiae Orthopaedicae Et Traumatologiae Cechoslovaca,,0001-5415,10.55095/achot2024/023,,"PUSPOSE OF THE STUDY. Many studies have investigated the efficacy of peroneus longus tendon (PLT) in anterior cruciate ligament (ACL) reconstruction, and donor site morbidity has not been adequately studied. MATERIAL AND METHODS: Fifty patients who underwent ACL reconstruction using PLT were included. Ankle strengths of the patients evaluated with an analog dynamometer. Ankle range of motion (ROM) was measured with a smart phone inclonometer application. RESULTS: There was no significant difference between the postoperative ankle strength(eversion, plantar flexion) in the donor area and the preoperative period (p=0.6 and p=0.7, respectively) and contralateral healthy side (p=0.6, p=0.6, respectively). Ankle ROM angles (dorsiflexion, plantar flexion, eversion, inversion) were significantly lower in the post-operative period compared to the preoperative period and contralateral healthy side (p<0.05, p<0.05, p<0.05, p<0.05, respectively). There was no significant difference between pre-operative and post-operative AOFAS scores (p=0.2). CONCLUSIONS: Although PLT can affect ROM angles, it is a promising alternative for ACL reconstructions without causing functional morbidity. KEY WORDS: peroneus longus tendon, autograft, anterior cruciate ligament reconstruction, donor site morbidity.",2024,10/12/2025 8:42,10/12/2025 8:42,,170-174,,3,91,,Acta Chir Orthop Traumatol Cech,Donor Site Morbidity after Removal of FullThickness Peroneus Longus Tendon Graft for Anterior Cruciate Ligament (ACL) Reconstruction,,,,,,,eng,,,,,PubMed,,PMID: 38963896,,C:\Users\Danny\Zotero\storage\ZBRJZB48\Ertilav et al. (2024).pdf; ,http://www.ncbi.nlm.nih.gov/pubmed/38963896,,"Adult; Ankle Joint; Anterior Cruciate Ligament Injuries; Anterior Cruciate Ligament Reconstruction; Female; Follow-Up Studies; Humans; Male; Range of Motion, Articular; Tendons; Transplant Donor Site; Young Adult",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3A7HEIHE,journalArticle,2024,"Punnoose, Deepu Jacob; Varghese, Jacob; Theruvil, Bipin; Thomas, Appu Benny","Peroneus Longus Tendon Autografts have Better Graft Diameter, Less Morbidity, and Enhanced Muscle Recuperation than Hamstring Tendon in ACL Reconstruction",Indian Journal of Orthopaedics,,0019-5413,10.1007/s43465-024-01185-5,,"BACKGROUND: Recently the peroneus longus tendon (PLT) gained popularity in anterior cruciate ligament (ACL) reconstruction and has been utilized with satisfactory outcomes. However, there are concerns regarding donor site morbidity. This study aims to compare the functional outcome of ACL reconstruction using hamstring (HT) and PLT autografts and evaluate the donor site morbidity. METHODS: Patients who underwent ACL reconstruction were allocated to two groups (HT and PLT). Graft diameter was measured intraoperatively. Knee functional outcome was evaluated with IKDC and Tegner-Lysholm scores preoperatively, and postoperatively after 3 months, 6 months, and 1 year. Donor site morbidities were assessed with thigh circumference measurements, subjective evaluation of sensory disturbances, and ankle scoring with AOFAS and FADI scores. RESULTS: At 1-year follow-up, the PLT group showed comparable IKDC (p = 0.925) and Tegner-Lysholm (p = 0.600) scores with those of the HT group. The mean graft diameter in the PLT group (7.93 ± 0.52 mm) was larger compared with the HT group (7.43 ± 0.50 mm) (p < 0.001). The incidence of thigh atrophy (HT-16.7%, PLT-10%) and sensory disturbances (HT-73.3%, PLT-10%) was greater in the HT group. There was no significant ankle donor site morbidity in the PLT group (AOFAS-98.67 ± 3.45, FADI-99.23 ± 1.69). CONCLUSION: ACL reconstruction with PLT had comparable functional outcome with that of HT at 1 year. However, PLT demonstrated larger graft diameter, less donor site morbidity, and enhanced muscle recovery without significantly affecting the ankle function. PLT can be safely used as an acceptable alternative graft choice harvested from outside the knee for ACL reconstruction.",2024-07,10/12/2025 8:42,10/12/2025 8:42,,979-986,,7,58,,Indian J Orthop,,,,,,,,eng,,,,,PubMed,,PMID: 38948366 PMCID: PMC11208339,,,http://www.ncbi.nlm.nih.gov/pubmed/38948366,,ACL reconstruction; ACL tear; Autograft; Hamstring tendon; Peroneus longus tendon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SR299CKY,journalArticle,2024,"Ashton, Dylan M.; Blaker, Carina L.; Hartnell, Nicholas; Haubruck, Patrick; Liu, Ying; Hefferan, Samantha A.; Little, Christopher B.; Clarke, Elizabeth C.","The Biomechanical, Biochemical, and Morphological Properties of 19 Human Cadaveric Lower Limb Tendons and Ligaments: An Open-Access Data Set",The American Journal of Sports Medicine,,1552-3365,10.1177/03635465241260054,,"BACKGROUND: Methodological heterogeneity hinders data comparisons across isolated studies of tendon and ligament properties, limiting clinical understanding and affecting the development and evaluation of replacement materials. PURPOSE: To create an open-access data set on the morphological, biomechanical, and biochemical properties of clinically important tendons and ligaments of the lower limb, using consistent methodologies, to enable direct tendon/ligament comparisons. STUDY DESIGN: Descriptive laboratory study. METHODS: Nineteen distinct lower limb tendons and ligaments were retrieved from 8 fresh-frozen human cadavers (5 male, 3 female; aged 49-65 years) including Achilles, tibialis posterior, tibialis anterior, fibularis (peroneus) longus, fibularis (peroneus) brevis, flexor hallucis longus, extensor hallucis longus, plantaris, flexor digitorum longus, quadriceps, patellar, semitendinosus, and gracilis tendons; anterior cruciate, posterior cruciate, medial collateral, and lateral collateral ligaments; and 10 mm-wide grafts from the contralateral quadriceps and patellar tendons. Outcomes included morphology (tissue length, ultrasound-quantified cross-sectional area [CSAUS], and major and minor axes), biomechanics (failure load, ultimate tensile strength [UTS], failure strain, and elastic modulus), and biochemistry (sulfated glycosaminoglycan [sGAG] and hydroxyproline contents). Tissue differences were analyzed using mixed-model regression. RESULTS: There was a range of similarities and differences between tendons and ligaments across outcomes. A key finding relating to potential graft tissue suitability was the comparable failure loads, UTS, CSAUS, sGAG, and hydroxyproline present between hamstring tendons (a standard graft source) and 5 tendons not typically used for grafting: fibularis (peroneus) longus and brevis, flexor and extensor hallucis longus, and flexor digitorum longus tendons. CONCLUSION: This study of lower limb tendons and ligaments has enabled direct comparison of morphological, biomechanical, and biochemical human tissue properties-key factors in the selection of suitable graft tissues. This analysis has identified 6 potential new donor tissues with properties comparable to currently used grafts. CLINICAL RELEVANCE: This extensive data set reduces the need to utilize data from incompatible sources, which may aid surgical decisions (eg, evidence to expand the range of tendons considered suitable for use as grafts) and may provide congruent design inputs for new biomaterials and computational models. The complete data set has been provided to facilitate further investigations, with the capacity to expand the resource to include additional outcomes and tissues.",2024-07,10/12/2025 8:42,10/12/2025 8:42,,2391-2401,,9,52,,Am J Sports Med,"The Biomechanical, Biochemical, and Morphological Properties of 19 Human Cadaveric Lower Limb Tendons and Ligaments",,,,,,,eng,,,,,PubMed,,PMID: 38910352,,,http://www.ncbi.nlm.nih.gov/pubmed/38910352,,Aged; allograft; anterior cruciate ligament (ACL); autograft; Biomechanical Phenomena; Cadaver; Female; Humans; Ligaments; Lower Extremity; Male; Middle Aged; reconstruction; Tendons; Tensile Strength; tissue mechanics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8XHHL55D,journalArticle,2024,"Dwidmuthe, Samir; Roy, Mainak; Bhikshavarthi Math, Suhas Aradhya; Sah, Saurabh; Bhavani, Prashant; Sadar, Amey","Functional Outcome of Single-Bundle Arthroscopic Anterior Cruciate Ligament Reconstruction using Peroneus Longus Graft and Hamstring Graft: An Open-Label, Randomized, Comparative Study",Cureus,,2168-8184,10.7759/cureus.60239,,"Background This study investigates the functional outcomes of single-bundle arthroscopic anterior cruciate ligament (ACL) reconstruction, comparing the use of two distinct graft sources: peroneus longus (PL) graft and hamstring graft. The choice of graft material in ACL reconstruction is crucial for optimal postoperative results, and this study aims to contribute valuable insights into the comparative efficacy of these two graft types. Method This open-label randomized comparative study involved a carefully selected cohort of patients undergoing single-bundle arthroscopic ACL reconstruction. Participants were randomly assigned to either the PL graft group or the hamstring graft group. Surgical procedures were conducted using standardized techniques, and postoperative rehabilitation protocols were closely monitored. Functional outcomes, including range of motion, stability, and patient-reported measures, were assessed at predefined intervals to ensure comprehensive data collection. Results The study underscores significant demographic and clinical factors in ACL reconstruction outcomes. Participants were predominantly aged 17-30 years (58.33%) with a mean age of 29.27 years and exhibited a male predominance (80.56%). Common complaints included knee pain and instability, primarily due to falls from bikes (55.56%) or sports-related trauma (44.44%). Notably, PL grafts demonstrated advantages over hamstring grafts, with longer mean length (10.11 mm vs. 8.77 mm, p=0.0001) and shorter operation times. Visual analog scale (VAS), International Knee Documentation Committee (IKDC), and Tegner Lysholm scores show no significant differences between grafts over the period of time. There is no notable foot eversion weakness or significant donor site morbidity after the PL graft harvest. Hamstring graft cases exhibit a higher incidence of altered sensation and muscle atrophy, suggesting the potential benefits of PL grafts for improved surgical outcomes. Conclusions Graft comparisons favored PL grafts due to longer length, and functional outcome assessments between the two graft types. However, foot and ankle strength assessments revealed fluctuations in strength recovery with PL grafts, highlighting the need for tailored rehabilitation. Thigh circumference variations suggested potential muscle atrophy in the hamstring graft group, along with reported paresthesia in the ipsilateral proximal leg. In conclusion, PL grafts offer potential advantages for ACL surgery, but ongoing monitoring and specialized rehabilitation are crucial.",2024-05,10/12/2025 8:42,10/12/2025 8:42,,e60239,,5,16,,Cureus,Functional Outcome of Single-Bundle Arthroscopic Anterior Cruciate Ligament Reconstruction using Peroneus Longus Graft and Hamstring Graft,,,,,,,eng,,,,,PubMed,,PMID: 38872693 PMCID: PMC11169999,,C:\Users\Danny\Zotero\storage\5VJ4FABA\Dwidmuthe et al. (2024).pdf; ,http://www.ncbi.nlm.nih.gov/pubmed/38872693,,anterior cruciate ligament reconstruction; arthroscopy; foot and ankle; hamstring graft; peroneus longus graft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JMFLLKJ6,journalArticle,2024,"Blanke, Fabian; Boljen, Matthias; Oehler, Nicola; Lutter, Christoph; Tischer, Thomas; Vogt, Stephan",An anteromedial stabilization procedure has the most protective effect on the anterior cruciate ligament in tibial external rotation. A human knee model study,Archives of Orthopaedic and Trauma Surgery,,1434-3916,10.1007/s00402-024-05357-8,,"INTRODUCTION: Anterior cruciate ligament (ACL) reconstruction remains associated with the risk of re-rupture and persisting rotational instability. Additional extraarticular anterolateral stabilization procedures stabilize the tibial internal rotation and lead to lower ACL failure rate and improved knee stability. However, data for additional stabilization of tibial external rotation is lacking and the importance of an anteromedial stabilization procedure is less well evaluated. Aim of this study is to investigate the influence of an extraarticular anteromedial stabilization procedure for the stabilization of the tibial external rotation and protection of the ACL from these rotational forces. METHODS: Internal and external rotations of the tibia were applied to a finite element (FE) model with anatomical ACL, posterior cruciate ligament (PCL), lateral collateral ligament (LCL), medial collateral ligament (MCL) and intact medial and lateral meniscus. Five additional anatomic structures (Anteromedial stabilization/anteromedial ligament, AML, augmented superficial medial collateral ligament, sMCL, posterior oblique ligament, POL, anterolateral ligament, ALL, and popliteal tendon, PLT) were added to the FE model separately and then combined. The force histories within all structures were measured and determined for each case. RESULTS: The anteromedial stabilization or imaginary AML was the main secondary stabilizer of tibial external rotation (90% of overall ACL force reduction). The AML reduced the load on the ACL by 9% in tibial external rotation which could not be achieved by an augmented sMCL (-1%). The AML had no influence in tibial internal rotation (-1%). In the combined measurements with all additional structures (AML, ALL, PLT, POL) the load on the ACL was reduced by 10% in tibial external rotation. CONCLUSION: This study showed that an additional anteromedial stabilization procedure secures the tibial external rotation and has the most protective effect on the ACL during these external rotational forces.",2024-06,10/12/2025 8:42,10/12/2025 8:42,,2703-2710,,6,144,,Arch Orthop Trauma Surg,,,,,,,,eng,,,,,PubMed,,PMID: 38727813 PMCID: PMC11211157,,C:\Users\Danny\Zotero\storage\PDR85BYJ\Blanke et al. (2024).pdf; ,http://www.ncbi.nlm.nih.gov/pubmed/38727813,,ACL rupture; ALL; AML; Anterior Cruciate Ligament; Anterior Cruciate Ligament Injuries; Anterior Cruciate Ligament Reconstruction; Anteromedial stabilization; Biomechanical Phenomena; Finite Element Analysis; Humans; Joint Instability; Knee Joint; Rotation; Tibia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFETC5WT,journalArticle,2024,"Zhang, Shichao; Cai, Guoping; Ge, Zhe",The Efficacy of Anterior Cruciate Ligament Reconstruction with Peroneus Longus Tendon and its Impact on Ankle Joint Function,Orthopaedic Surgery,,1757-7861,10.1111/os.14060,,"OBJECTIVE: Peroneus Longus Tendon (PLT), a viable anterior cruciate ligament (ACL) graft, shares similar biomechanics, making it suitable for reconstruction. Controversy exists over whether PLT transplants affects the donor ankle joint. The purpose of this study was to examine the recovery of knee joint function following arthroscopic ACL restoration using autologous PLT and its influence on the donor ankle joint. METHODS: A retrospective analysis was conducted on 65 patients with ACL rupture who underwent PLT graft reconstruction in our hospital from January 2016 to December 2021. A three-dimensional gait analysis of the bilateral knee and ankle joints was performed postoperatively using an Opti_Knee three-dimensional motion measurement and analysis system-Yidong Medical Infrared Motion Gait Analyzer. Knee function scores and changes in the range of motion of the bilateral knee and ankle joints were collected. The analysis of preoperative and postoperative joint function scores, bilateral knee and ankle mobility was performed by t-tests. RESULTS: One year after surgery, the patients' International Knee Documentation Committee (IKDC) scores, Knee Injury and Osteoarthritis Outcome Scores (KOOSs), and Lysholm scores were significantly improved compared to preoperative scores, with statistically significant differences (p < 0.05). There was no statistical difference in the American Orthopedic Foot and Ankle Society (AOFAS) score of the donor ankle joint before and after surgery (p > 0.05). During different gait cycles, there was no statistical difference in knee joint mobility between the affected and healthy sides (p > 0.05), but there was a statistical difference in the inversion and eversion angle of the donor ankle joint during the support phase (p < 0.05). CONCLUSION: ACL reconstruction using the PLT can yield satisfactory knee joint function. However, it does affect inversion and eversion in the donor ankle joint, necessitating postoperative exercises. Similar subjective function ratings for both operated and non-operated feet, despite increased inversion-eversion motion in the operated foot, may be influenced by the subjective nature and margin of error in the AOFAS Ankle-hindfoot score, along with the relatively small variation in ankle inversion-eversion angles.",2024-06,10/12/2025 8:42,10/12/2025 8:42,,1317-1326,,6,16,,Orthop Surg,,,,,,,,eng,,,,,PubMed,,PMID: 38650179 PMCID: PMC11144498,,C:\Users\Danny\Zotero\storage\K9D9PGBZ\Zhang et al. (2024).pdf; ,http://www.ncbi.nlm.nih.gov/pubmed/38650179,,"Adolescent; Adult; Ankle Joint; Anterior Cruciate Ligament Injuries; Anterior cruciate ligament reconstruction; Anterior Cruciate Ligament Reconstruction; Arthroscopy; Female; Humans; Knee function scores; Male; Middle Aged; Peroneus longus tendon; Range of Motion, Articular; Retrospective Studies; Tendons; Three‐dimensional gait analysis; Young Adult",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GZ3JKGLG,journalArticle,2024,"Tonape, P. B.; Kishore, Jvs; Kopparthi, R. M.; Tonape, T.; Bhamare, D. S.; Desireddy, S.",Clinico-radiological outcome of Arthroscopic Anterior Cruciate Ligament Reconstruction with Augmentation of Dehydrated Human Amnion Chorion Allograft Membrane using Peroneus Longus Autograft,Malaysian Orthopaedic Journal,,1985-2533,10.5704/MOJ.2403.005,,"INTRODUCTION: For many sportsmen, anterior cruciate ligament (ACL) tears are unfortunate but common injuries. Several growth factors, cytokine, chemokine, and protease inhibitors functions in stimulation of paracrine reactions in fibroblast, endothelial, and stem cells thereby promoting the tissue restorative processes. Augmented with dehydrated Human Amnion Chorion Membrane (dHACM) allograft reinforces the reconstructed ligament and aids in effective restoration. MATERIALS AND METHODS: In this case control study 15 patients undertaking ACL reconstruction with tripled peroneus augmented dHACM (G1) were prospectively monitored up for a period of 8 months along with 15 control patients (G2) without dHACM augmentation. Clinical and radiological outcomes were analysed and assessed about effect of augmenting the peroneus longus graft using dHACM. Clinical analysis included pre-operative two, four, six, and eight months post-operative Tegnor-Lysholm score, and radiological analysis included the 6th month postoperative MRI signal-to-noise ratio (SNR) measurements by mean signal-value at femoral insertion, midsubstance and tibial insertion of ACL graft. RESULTS: Clinically, as a mean Lysholm score of all patients, they were revealed to be consecutively high in G1 than in Group 2 at four, six, and eight months. The signal-to-noise ratio from the MRI results showed majority having good healing in G1 group. CONCLUSIONS: Based on 6-month MRI, an effective ligamentization (SNR<75) was noticed in 53.33% of patients in the dHACM allograft enhanced group on comparison with 33% in the controls. The overall results show that the augmentation of dHACM allograft to ACL reconstruction yields in good patient outcomes at post-operative follow-up.",2024-03,10/12/2025 8:42,10/12/2025 8:42,,33-41,,1,18,,Malays Orthop J,,,,,,,,eng,,,,,PubMed,,PMID: 38638668 PMCID: PMC11023350,,C:\Users\Danny\Zotero\storage\TIX2TQK6\Tonape et al. (2024).pdf; ,http://www.ncbi.nlm.nih.gov/pubmed/38638668,,allograft; anterior cruciate ligament reconstruction; dehydrated human amnion chorion membrane; signal-to-noise ratio; tegnor lysholm score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJE5ZK6V,journalArticle,2024,"Cristiani, Riccardo; van de Bunt, Fabian; Kvist, Joanna; Stålman, Anders",High prevalence of associated injuries in anterior cruciate ligament tears: A detailed magnetic resonance imaging analysis of 254 patients,Skeletal Radiology,,1432-2161,10.1007/s00256-024-04665-9,,"OBJECTIVES: To evaluate the type and prevalence of associated injuries by using magnetic resonance imaging (MRI) in patients with anterior cruciate ligament (ACL) tears. METHODS: Data from the Natural Corollaries and Recovery after ACL injury multicenter longitudinal cohort study were analyzed. Between May 2016 and October 2018, patients aged between 15 and 40 years, who had experienced an ACL tear within the last 6 weeks and sought medical attention at one of seven healthcare clinics in Sweden, were invited to participate. The mean time from injury to MRI was 19.6 ± 15.2 days. An orthopedic knee surgeon and a musculoskeletal radiologist reviewed all the MRI scans. The following structures were assessed: posterior cruciate ligament (PCL), medial collateral ligament (MCL) complex, lateral collateral ligament (LCL), popliteus tendon, medial meniscus (MM), lateral meniscus (LM), and cartilage. In addition, the presence of bone bruising, impaction fractures in the lateral femoral condyle (LFC) or posterolateral tibia (PLT), and Segond fractures were also assessed.  RESULTS: A total of 254 patients (48.4% males) with a mean age of 25.4 ± 7.1 years were included. The prevalence of associated injuries was as follows: PCL (0.4%), MCL {41.3% [superficial MCL and deep MCL (dMCL) 16.5%; isolated dMCL 24.8%]}, LCL (2.4%), MM (57.4%), LM (25.2%), cartilage (15.0%), bone bruising (92.9%), impaction fracture in the LFC (45.7%) and PLT (4.7%), and Segond fracture (7.5%). CONCLUSIONS: The prevalence of associated injuries in patients with ACL tears was high. The findings reported in this study may serve as a reference tool for orthopedic surgeons and radiologists in the diagnosis of associated injuries using MRI in patients with ACL tears.",2024-11,10/12/2025 8:42,10/12/2025 8:42,,2417-2427,,11,53,,Skeletal Radiol,High prevalence of associated injuries in anterior cruciate ligament tears,,,,,,,eng,,,,,PubMed,,PMID: 38532195 PMCID: PMC11410909,,C:\Users\Danny\Zotero\storage\FRIRHGFX\Cristiani et al. (2024).pdf; ,http://www.ncbi.nlm.nih.gov/pubmed/38532195,,ACL; Adolescent; Adult; Anterior cruciate ligament; Anterior Cruciate Ligament Injuries; Associated injuries; Female; Humans; Longitudinal Studies; Magnetic resonance imaging; Magnetic Resonance Imaging; Male; Meniscus; MRI; Prevalence; Sweden; Young Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N38LLYQL,journalArticle,2024,"Soni, Sanjay; Brahmbhatt, Vinit; Tolani, Mohit; Soni, Hemant; Pathan, Sohilkhan R.; Shroff, Manan; Sharma, Kruti B.",Functional Outcomes in Anterior Cruciate Ligament (ACL) Reconstruction: A Nine-Month Follow-up Study Using Lysholm Score in a Rural Tertiary Care Center in India,Cureus,,2168-8184,10.7759/cureus.53480,,"Introduction The knee joint, an extraordinary feat of biomechanics, is prone to injuries, with the anterior cruciate ligament (ACL) often being a common victim. The intricate coordination of joint movements relies heavily on the ACL's screw-home mechanism, a crucial element for synchronizing knee movement with neighboring joints. Despite its indispensable role, the ACL is susceptible to injury, necessitating surgical intervention. While many patients experience positive outcomes following ACL reconstruction surgeries, a significant proportion face the challenge of procedure failure. The key to success lies in the healing process within the tibial and femoral bone tunnels. The post-ACL reconstruction phase introduces its own set of challenges, particularly in the context of returning to sports (RTS), underscoring the importance of reinstating neuromuscular and motor function. The trajectory of rehabilitation is influenced by factors such as graft healing, patient age, gender, pain levels, and concurrent injuries. Materials and methods This prospective observational study spanned 2.5 years, enrolling 71 patients with diagnosed ACL injuries. Arthroscopic reconstruction utilized hamstring autografts and peroneus longus autografts. A nine-month post-surgery follow-up employed the Lysholm scoring system for comprehensive evaluations. Results Over 2.5 years, 87.3% of male and 12.6% of female participants underwent arthroscopic reconstruction. Lysholm scores revealed 28.1% excellent, 45.0% good, and 26.7% fair outcomes, with no participants in the unsatisfactory range. Lysholm scores demonstrated positive outcomes, indicating the efficacy of arthroscopic reconstruction in enhancing knee function. Findings align with existing literature, emphasizing positive results from ACL reconstruction techniques and specific implants. Comparisons with related studies highlight challenges in standardized return-to-sport guidelines and underscore the need for outcome measure standardization. Conclusion The study contributes nuanced insights into ACL reconstruction outcomes, emphasizing positive functional recovery trends at the nine-month follow-up. Lysholm scores indicate favorable outcomes, supporting the procedure's effectiveness. Consideration of specific implants adds practical value. Despite limitations, this study enriches ACL reconstruction research, promoting advancements in patient care and outcomes. Ongoing research with extended follow-ups and larger cohorts will enhance understanding and refine ACL reconstruction strategies.",2024-02,10/12/2025 8:42,10/12/2025 8:42,,e53480,,2,16,,Cureus,Functional Outcomes in Anterior Cruciate Ligament (ACL) Reconstruction,,,,,,,eng,,,,,PubMed,,PMID: 38440040 PMCID: PMC10910190,,C:\Users\Danny\Zotero\storage\VTQGBZF4\Soni et al. (2024).pdf; ,http://www.ncbi.nlm.nih.gov/pubmed/38440040,,anterior cruciate ligament (acl) reconstruction; arthroscopic surgery; knee function; lysholm score; neuromuscular rehabilitation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S6E8M6Z5,journalArticle,2024,"Acharya, Kiran; Mody, Aashay; Madi, Sandesh",Functional Outcomes of Anatomic Single Bundle Primary ACL Reconstruction with Peroneus Longus Tendon (Without a Peroneal Tenodesis) Versus Hamstring Autografts,The Archives of Bone and Joint Surgery,,2345-4644,10.22038/ABJS.2024.73473.3404,,"OBJECTIVES: There is a paucity of comparative studies on the Peroneus longus tendon versus conventional hamstring autograft use in primary single-bundle ACL reconstruction. To date, there are no studies that reported donor ankle functional outcomes when a peroneus longus graft is harvested without performing a tenodesis to peroneus brevis. METHODS: A single-center retrospective comparative study was undertaken to evaluate the functional outcomes (IKDC & Tegner-Lysholm scores) of primary isolated single bundle anatomic ACL Reconstruction with Peroneus Longus tendon (PL group) versus Hamstring (HT group) autografts. Further, an evaluation of donor ankle morbidity using the AOFAS score for the PL group and persistent anteromedial thigh pain and paraesthesia around the knee for the HT group was also performed. RESULTS: 30 patients were evaluated in each group. The mean graft diameter was 8.61 +/- 0.66mm (HT) & 9.6 +/- 0.84mm (PL) and the mean graft length was 7.39cm (HT) & 7.86cm (PL) respectively. The mean IKDC scores were 58.2 (Pre-op) & 89.52 (1 year) for the HT group and 61.8 (Pre-op) & 90.9 (1 year) for the PL group respectively. The mean Tegner-Lysholm scores were 69.83 (Pre-op) & 91.96 (1 year) for the HT group and 70.66 (Pre-op) & 92.36 (1 year) for the PL group respectively.10% of the HT group had residual anteromedial thigh pain & 6.7% had paraesthesia at one-year follow-up. In the PL group, the mean AOFAS score was 96.37 +/- 2.49 at the end of one year. Two cases (6.66%) reported paraesthesia around the harvested site. CONCLUSION: Peroneus longus tendon appears to be a better autograft choice than hamstrings for primary ACL reconstruction. Further, without a peroneal tenodesis, the functional outcomes of the donor ankle remained excellent.",2024,10/12/2025 8:42,10/12/2025 8:42,,116-122,,2,12,,Arch Bone Jt Surg,,,,,,,,eng,,,,,PubMed,,PMID: 38420524 PMCID: PMC10898795,,C:\Users\Danny\Zotero\storage\IM8AG2GC\Acharya et al. (2024).pdf; ,http://www.ncbi.nlm.nih.gov/pubmed/38420524,,ACL reconstruction; Ankle; Hamstring; Peroneus longus tendon; Tenodesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KUZ75GN5,journalArticle,2023,"Alardi, Iskandar Mahdi",Hamstring graft size for anterior cruciate ligament repair in a sample of Iraqi men,Journal of Medicine and Life,,1844-3117,10.25122/jml-2023-0071,,"The goal of the current investigation was to measure the size of the anterior cruciate ligament (ACL) graft following hamstring (gracilis and semitendinosus) tendon autograft procedures in a relatively large sample size of Iraqi men. In this study, the quadruple hamstring tendon (semitendinosus and gracilis) was measured in a sample of Iraqi adult males. The study enrolled 300 Iraqi men who underwent anterior cruciate ligament repair at Diwaniyah Teaching Hospital and Alforat Alawast Private Hospital between January 2020 and December 2021. The repair procedure was based on the utilization of the quadruple (gracilis and semitendinosus) hamstring tendon. The primary outcome measure was the size of the tendon, determined using a sizing tube calibrated to 0.5 mm. Out of the sample, 80% of patients had a graft diameter of 7.5 mm, while 15% had a graft diameter of 8 mm, and 5% had a diameter of 7 mm. Body mass index was a poor predictor of graft size, whereas patient height was an excellent predictor of graft diameter. The graft diameter in most Iraqi subjects with anterior cruciate ligament injuries needs to be five bands or even six bands; otherwise, other graft sources like bone-patellar-bone or peroneus longus tendon grafts should be considered. The graft diameter may be reliably anticipated based on the patient's height.",2023-10,10/12/2025 8:42,10/12/2025 8:42,,1445-1447,,10,16,,J Med Life,,,,,,,,eng,,,,,PubMed,,PMID: 38313178 PMCID: PMC10835557,,C:\Users\Danny\Zotero\storage\FXW9CMUZ\Alardi (2023).pdf; ,http://www.ncbi.nlm.nih.gov/pubmed/38313178,,ACL: Anterior Cruciate Ligament; Adult; anterior cruciate ligament; Anterior Cruciate Ligament; Anterior Cruciate Ligament Injuries; hamstring graft; Hamstring Muscles; Humans; Iraq; ligament anterior cruciate; Male; Tendons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
